ticker,n_events,ievr_coef,ievr_tstat,ievr_pvalue,intercept,r_squared,adj_r_squared,f_stat,f_pvalue,aic,bic,nobs,date_range_start,date_range_end,revr_mean,revr_std,ievr_mean,ievr_std,success,error
REG,5,,,,,,,,,,,,,,,,,,False,exog contains inf or nans
AA,0,,,,,,,,,,,,,,,,,,False,No valid events
PNW,5,,,,,,,,,,,,,,,,,,False,exog contains inf or nans
AMD,15,-0.6202989225926614,-0.4749570000417713,0.642697860697393,1.894178788021167,0.017056649392418688,-0.05855437757739512,0.22558415188869396,0.6426978606973828,6.585158650014986,8.001259052219407,15.0,2020-01-28,2023-08-01,1.1814295147419565,0.27536211996334614,1.1490416109383763,0.05797623797043023,True,
IEX,5,,,,,,,,,,,,,,,,,,False,exog contains inf or nans
MCO,6,,,,,,,,,,,,,,,,,,False,exog contains inf or nans
FCX,0,,,,,,,,,,,,,,,,,,False,No valid events
AMZN,15,0.5342067127176607,0.5397817771926187,0.5984724762573077,0.7484095332345448,0.02192132868713348,-0.053315492183086954,0.29136436698922447,0.5984724762573059,18.906656008436507,20.322756410640928,15.0,2020-01-30,2023-08-03,1.4346282462014406,0.41624927548607804,1.2845565146044458,0.11536593403066812,True,
NVDA,15,0.7099968465737755,0.8123662081491347,0.4324025035642095,0.21906139745338618,0.05212812349582563,-0.02686119954618893,0.6599388561426036,0.4324025035642085,-7.599236034352884,-6.321121375122368,14.0,2020-02-13,2023-08-23,1.1805436016805508,0.5756643004187584,1.1541745724555832,0.052868602334863464,True,
SRE,3,-1.141839264133467,-1.23501910902751,0.43330258734139415,3.8795219068508002,0.6040030852383323,0.2080061704766647,1.5252721996631062,0.43330258734139426,4.178461300388753,2.375685877724973,3.0,2020-02-27,2022-02-25,1.6172782186674957,0.48515444293039933,1.981227795577782,0.3302133434485028,True,
HUM,15,0.6182771324127857,1.068441046457972,0.30476062688376754,0.28810452175085627,0.08072417495914952,0.0100106499560072,1.1415662697562072,0.3047606268837674,11.3729422170161,12.78904261922052,15.0,2020-02-05,2023-08-02,1.2144525993606623,0.33400716835474475,1.4982732322555656,0.15348799434208452,True,
COST,15,0.39484016554404805,1.0728343912891327,0.30285734667490505,0.45742933667652946,0.08133529615238133,0.010668780471795314,1.1509736311327194,0.30285734667490566,9.186308358883988,10.602408761088409,15.0,2020-03-05,2023-09-26,1.1056896974515888,0.3106314505129973,1.6418298272209106,0.22436939944149192,True,
GILD,15,0.002011926765283187,0.006518843148975888,0.9948977275813288,1.41655551117945,3.2688597761953986e-06,-0.07691955661254868,4.249531600165865e-05,0.9948977275812796,20.65907644071433,22.07517684291875,15.0,2020-02-04,2023-08-03,1.4203081651696423,0.4364253599488539,1.8652040695249201,0.39218949447479545,True,
BIIB,15,0.3365494552889099,0.5030394693270779,0.623350987340016,0.7009923677437981,0.01909362240205381,-0.05636071433624967,0.2530487077008672,0.6233509873400173,5.67221105419652,7.08831145640094,15.0,2020-01-30,2023-07-25,1.1434714655332001,0.26738583222694007,1.3147520842354596,0.10978263860160713,True,
MSFT,15,-0.30788813220819006,-0.6380771853938578,0.5345023413016272,1.6786620014160927,0.030367581659295206,-0.04421952744383595,0.4071424945201477,0.5345023413016271,6.222180189870489,7.638280592074909,15.0,2020-01-29,2023-07-25,1.243562764946461,0.27391147472810556,1.4131731332061306,0.1550323681934849,True,
OXY,15,-0.2884997308500312,-0.9252194448301637,0.37170855536646075,1.5802838315137702,0.06178039149802539,-0.01039034761751112,0.8560310210918378,0.3717085553664604,9.657093916835603,11.073194319040024,15.0,2020-02-27,2023-08-02,1.2181685517079865,0.3122388985642649,1.2551667855593938,0.26900906933389535,True,
MAR,15,0.19495847443733216,0.6240556976989179,0.5433873255748607,0.8598786530982843,0.029086007589202212,-0.045599684134705276,0.38944551383048276,0.5433873255748608,-2.8522331469255597,-1.4361327447211396,15.0,2020-02-26,2023-08-01,1.1383778153665007,0.20228227145591876,1.4285050345823163,0.17695293096577822,True,
