ticker,season,year,quarter,earnings_date,analysis_date,revr
ZNGA,Q3 2013,2013,Q3,2013-07-25,2013-06-25,1.1191368935951096
AKAM,Q3 2013,2013,Q3,2013-07-24,2013-06-24,1.2283911932551514
SWN,Q3 2013,2013,Q3,2013-08-01,2013-07-02,0.7222834792085201
EMN,Q3 2013,2013,Q3,2013-07-29,2013-06-29,1.5912780378949045
HBAN,Q3 2013,2013,Q3,2013-07-18,2013-06-18,0.7232733177345482
CAG,Q3 2013,2013,Q3,2013-09-19,2013-08-20,0.6494971591646915
LRCX,Q3 2013,2013,Q3,2013-07-31,2013-07-01,0.9167701931791402
GPC,Q3 2013,2013,Q3,2013-07-18,2013-06-18,0.7694225577987861
IPG,Q3 2013,2013,Q3,2013-07-19,2013-06-19,1.6749662002737156
CAH,Q3 2013,2013,Q3,2013-08-01,2013-07-02,0.9013370952949258
KSU,Q3 2013,2013,Q3,2013-07-19,2013-06-19,0.9354605633846106
CB,Q3 2013,2013,Q3,2013-07-23,2013-06-23,0.9806084680431997
GNW,Q3 2013,2013,Q3,2013-07-30,2013-06-30,1.5003023191644689
VFC,Q3 2013,2013,Q3,2013-07-19,2013-06-19,1.0498063939168796
ADI,Q3 2013,2013,Q3,2013-08-20,2013-07-21,1.0762680227398453
SKS,Q3 2013,2013,Q3,2013-08-19,2013-07-20,0.44402200084601107
MTB,Q3 2013,2013,Q3,2013-07-17,2013-06-17,0.8074061260665196
CMS,Q3 2013,2013,Q3,2013-07-25,2013-06-25,1.0933159649302577
DGX,Q3 2013,2013,Q3,2013-07-18,2013-06-18,0.5564716680287967
OC,Q3 2013,2013,Q3,2013-07-24,2013-06-24,0.7741752555874031
SYY,Q3 2013,2013,Q3,2013-08-12,2013-07-13,1.388409321799269
FIRE,Q3 2013,2013,Q3,2013-07-29,2013-06-29,0.4180885536260933
EIX,Q3 2013,2013,Q3,2013-08-01,2013-07-02,0.9440252312981373
DOV,Q3 2013,2013,Q3,2013-07-18,2013-06-18,0.9474755763514232
MAS,Q3 2013,2013,Q3,2013-07-29,2013-06-29,1.0536384670446226
FAST,Q3 2013,2013,Q3,2013-07-10,2013-06-10,1.0610190264625137
PCAR,Q3 2013,2013,Q3,2013-07-23,2013-06-23,0.7666279190500971
KSS,Q3 2013,2013,Q3,2013-08-15,2013-07-16,1.2203042089176614
ORLY,Q3 2013,2013,Q3,2013-07-24,2013-06-24,1.4449690767375578
SYK,Q3 2013,2013,Q3,2013-07-18,2013-06-18,0.7059000252519769
ED,Q3 2013,2013,Q3,2013-08-01,2013-07-02,1.0808521445540225
XRX,Q3 2013,2013,Q3,2013-07-25,2013-06-25,1.110132086380992
JOY,Q3 2013,2013,Q3,2013-08-28,2013-07-29,0.9699195910075882
FLR,Q3 2013,2013,Q3,2013-08-01,2013-07-02,1.0864092664203868
CLX,Q3 2013,2013,Q3,2013-08-01,2013-07-02,0.9507826678579411
KBH,Q3 2013,2013,Q3,2013-09-24,2013-08-25,0.9363412344272778
SWKS,Q3 2013,2013,Q3,2013-07-18,2013-06-18,1.0129998242596898
PCYC,Q3 2013,2013,Q3,2013-07-31,2013-07-01,0.759841051679607
EW,Q3 2013,2013,Q3,2013-07-25,2013-06-25,0.906065376904837
AAPL,Q4 2013,2013,Q4,2013-10-28,2013-09-28,1.1627421125378072
TSLA,Q4 2013,2013,Q4,2013-11-05,2013-10-06,1.5991851144254843
NFLX,Q4 2013,2013,Q4,2013-10-21,2013-09-21,0.8210037829843662
MSFT,Q4 2013,2013,Q4,2013-10-24,2013-09-24,1.821298486038516
AMZN,Q4 2013,2013,Q4,2013-10-24,2013-09-24,1.1104551886795386
BAC,Q4 2013,2013,Q4,2013-10-16,2013-09-16,1.0331762287470174
C,Q4 2013,2013,Q4,2013-10-15,2013-09-15,0.9780685744870334
XOM,Q4 2013,2013,Q4,2013-10-31,2013-10-01,1.3396387456875887
JPM,Q4 2013,2013,Q4,2013-10-11,2013-09-11,0.9780984161323234
T,Q4 2013,2013,Q4,2013-10-23,2013-09-23,0.9597436047371593
IBM,Q4 2013,2013,Q4,2013-10-16,2013-09-16,1.3533160467879897
GE,Q4 2013,2013,Q4,2013-10-18,2013-09-18,1.029263448472816
MU,Q4 2013,2013,Q4,2013-10-10,2013-09-10,1.5718965971281758
CSCO,Q4 2013,2013,Q4,2013-11-13,2013-10-14,2.08486795872427
VZ,Q4 2013,2013,Q4,2013-10-17,2013-09-17,1.0090476485046602
INTC,Q4 2013,2013,Q4,2013-10-15,2013-09-15,0.8492951766863802
PFE,Q4 2013,2013,Q4,2013-10-29,2013-09-29,0.8339190731598766
WFC,Q4 2013,2013,Q4,2013-10-11,2013-09-11,0.9935380376738655
CVX,Q4 2013,2013,Q4,2013-11-01,2013-10-02,1.3398559189536905
MRK,Q4 2013,2013,Q4,2013-10-28,2013-09-28,1.182761577032315
JNJ,Q4 2013,2013,Q4,2013-10-15,2013-09-15,0.8015512082546407
GILD,Q4 2013,2013,Q4,2013-10-29,2013-09-29,0.878317662491079
GM,Q4 2013,2013,Q4,2013-10-30,2013-09-30,1.2400281601756498
PG,Q4 2013,2013,Q4,2013-10-25,2013-09-25,0.870154310374917
KO,Q4 2013,2013,Q4,2013-10-15,2013-09-15,0.7859068748972031
F,Q4 2013,2013,Q4,2013-10-24,2013-09-24,0.9444147058844264
ORCL,Q4 2013,2013,Q4,2013-12-18,2013-11-18,1.2009507724899613
EBAY,Q4 2013,2013,Q4,2013-10-16,2013-09-16,0.9403518440365717
LNKD,Q4 2013,2013,Q4,2013-10-29,2013-09-29,1.2668584021678941
BA,Q4 2013,2013,Q4,2013-10-23,2013-09-23,0.9513623642553267
QCOM,Q4 2013,2013,Q4,2013-11-06,2013-10-07,1.1240711740390732
V,Q4 2013,2013,Q4,2013-10-30,2013-09-30,0.8975027666498329
HD,Q4 2013,2013,Q4,2013-11-19,2013-10-20,0.9233462478036164
GS,Q4 2013,2013,Q4,2013-10-17,2013-09-17,0.996406497228417
WMT,Q4 2013,2013,Q4,2013-11-14,2013-10-15,0.8847089651676623
CMCSA,Q4 2013,2013,Q4,2013-10-30,2013-09-30,1.2731192130712894
FCX,Q4 2013,2013,Q4,2013-10-22,2013-09-22,1.223523951046445
UNH,Q4 2013,2013,Q4,2013-10-17,2013-09-17,1.1232429184078216
CAT,Q4 2013,2013,Q4,2013-10-23,2013-09-23,1.4364435379449165
DIS,Q4 2013,2013,Q4,2013-11-07,2013-10-08,1.1874330134166677
CELG,Q4 2013,2013,Q4,2013-10-24,2013-09-24,0.8615785575132534
MCD,Q4 2013,2013,Q4,2013-10-21,2013-09-21,0.7622234822279716
PM,Q4 2013,2013,Q4,2013-10-17,2013-09-17,0.700183562392886
UNP,Q4 2013,2013,Q4,2013-10-17,2013-09-17,0.9462890849979285
AIG,Q4 2013,2013,Q4,2013-10-31,2013-10-01,1.3235292194217432
HAL,Q4 2013,2013,Q4,2013-10-21,2013-09-21,1.3619774443211137
PEP,Q4 2013,2013,Q4,2013-10-16,2013-09-16,1.415887158193435
MS,Q4 2013,2013,Q4,2013-10-18,2013-09-18,0.9915056582469765
BMY,Q4 2013,2013,Q4,2013-10-23,2013-09-23,1.1750350660789175
CVS,Q4 2013,2013,Q4,2013-11-05,2013-10-06,0.799493083163258
MA,Q4 2013,2013,Q4,2013-10-31,2013-10-01,0.9558747258998505
HPQ,Q4 2013,2013,Q4,2013-11-26,2013-10-27,1.073909011286984
PXD,Q4 2013,2013,Q4,2013-11-04,2013-10-05,1.040988821966175
SBUX,Q4 2013,2013,Q4,2013-10-30,2013-09-30,1.0141488955325366
AXP,Q4 2013,2013,Q4,2013-10-16,2013-09-16,1.033962101282553
LOW,Q4 2013,2013,Q4,2013-11-20,2013-10-21,1.2034503402833585
DAL,Q4 2013,2013,Q4,2013-10-22,2013-09-22,0.9820091536343858
AMGN,Q4 2013,2013,Q4,2013-10-22,2013-09-22,0.8028781983653581
VLO,Q4 2013,2013,Q4,2013-10-29,2013-09-29,1.0880152531981115
MCK,Q4 2013,2013,Q4,2013-10-24,2013-09-24,0.9444978010233648
COP,Q4 2013,2013,Q4,2013-10-31,2013-10-01,1.1732104419030212
LLY,Q4 2013,2013,Q4,2013-10-23,2013-09-23,0.712427520558523
LVS,Q4 2013,2013,Q4,2013-10-17,2013-09-17,1.0376958870248112
CCI,Q4 2013,2013,Q4,2013-10-21,2013-09-21,0.9452328059697807
OXY,Q4 2013,2013,Q4,2013-10-29,2013-09-29,0.9228921458160587
TXN,Q4 2013,2013,Q4,2013-10-21,2013-09-21,1.0022641145267865
YUM,Q4 2013,2013,Q4,2013-10-08,2013-09-08,2.062533995500047
FSLR,Q4 2013,2013,Q4,2013-10-31,2013-10-01,1.1848008946005744
UPS,Q4 2013,2013,Q4,2013-10-25,2013-09-25,0.958767402756799
FDX,Q4 2013,2013,Q4,2013-12-18,2013-11-18,0.9918638898845213
ESRX,Q4 2013,2013,Q4,2013-10-24,2013-09-24,1.435331507046775
GLW,Q4 2013,2013,Q4,2013-10-22,2013-09-22,1.6490539520972813
EOG,Q4 2013,2013,Q4,2013-11-06,2013-10-07,0.8194054663431335
ABT,Q4 2013,2013,Q4,2013-10-16,2013-09-16,1.1918814397754143
CMG,Q4 2013,2013,Q4,2013-10-17,2013-09-17,2.4454066669749497
MDLZ,Q4 2013,2013,Q4,2013-11-06,2013-10-07,1.2568664978835336
MMM,Q4 2013,2013,Q4,2013-10-24,2013-09-24,0.6624340801687842
BIIB,Q4 2013,2013,Q4,2013-10-28,2013-09-28,1.175947534471453
NKE,Q4 2013,2013,Q4,2013-12-19,2013-11-19,0.8034983575575865
USB,Q4 2013,2013,Q4,2013-10-16,2013-09-16,0.7749054848530021
TGT,Q4 2013,2013,Q4,2013-11-21,2013-10-22,1.0515738418465255
TWX,Q4 2013,2013,Q4,2013-11-06,2013-10-07,1.1865853722422444
MO,Q4 2013,2013,Q4,2013-10-24,2013-09-24,0.7880364736381475
YELP,Q4 2013,2013,Q4,2013-10-29,2013-09-29,0.9363167978688091
EXPE,Q4 2013,2013,Q4,2013-10-30,2013-09-30,1.6843371436289545
CAM,Q4 2013,2013,Q4,2013-10-24,2013-09-24,2.048220111742901
BAX,Q4 2013,2013,Q4,2013-10-17,2013-09-17,0.667107630876584
BHI,Q4 2013,2013,Q4,2013-10-18,2013-09-18,1.7725682473042514
APC,Q4 2013,2013,Q4,2013-11-04,2013-10-05,0.833654009879637
SO,Q4 2013,2013,Q4,2013-10-30,2013-09-30,1.0703648698057189
TRIP,Q4 2013,2013,Q4,2013-10-23,2013-09-23,0.9787837338389949
BRCM,Q4 2013,2013,Q4,2013-10-22,2013-09-22,1.2104742825888406
HES,Q4 2013,2013,Q4,2013-10-30,2013-09-30,1.1631346453906297
MET,Q4 2013,2013,Q4,2013-10-30,2013-09-30,1.2639526100412686
P,Q4 2013,2013,Q4,2013-11-21,2013-10-22,0.8412439603629651
HON,Q4 2013,2013,Q4,2013-10-18,2013-09-18,0.7843811092374672
ISRG,Q4 2013,2013,Q4,2013-10-17,2013-09-17,0.9468646164125729
ABBV,Q4 2013,2013,Q4,2013-10-25,2013-09-25,0.890094365405923
MPC,Q4 2013,2013,Q4,2013-10-31,2013-10-01,0.9324694770234012
BBY,Q4 2013,2013,Q4,2013-11-19,2013-10-20,1.0335032797302872
PSX,Q4 2013,2013,Q4,2013-10-30,2013-09-30,0.7411011899413642
NEM,Q4 2013,2013,Q4,2013-10-31,2013-10-01,0.9918612160023027
COF,Q4 2013,2013,Q4,2013-10-17,2013-09-17,0.6558438261657303
NOV,Q4 2013,2013,Q4,2013-10-25,2013-09-25,1.196451749819164
KMI,Q4 2013,2013,Q4,2013-10-16,2013-09-16,0.7904104045270095
TWC,Q4 2013,2013,Q4,2013-10-31,2013-10-01,1.5276751193557236
BLK,Q4 2013,2013,Q4,2013-10-16,2013-09-16,0.9411415873749095
COST,Q4 2013,2013,Q4,2013-10-09,2013-09-09,1.3450845394208168
DDD,Q4 2013,2013,Q4,2013-10-29,2013-09-29,1.456208080366048
CL,Q4 2013,2013,Q4,2013-10-24,2013-09-24,0.8855029491461556
WYNN,Q4 2013,2013,Q4,2013-10-24,2013-09-24,1.3927388598753538
DE,Q4 2013,2013,Q4,2013-11-20,2013-10-21,2.316516209853601
LMT,Q4 2013,2013,Q4,2013-10-22,2013-09-22,0.7420774547662424
ADBE,Q4 2013,2013,Q4,2013-12-12,2013-11-12,3.048664168478347
MDT,Q4 2013,2013,Q4,2013-11-19,2013-10-20,1.316690696872384
SCHW,Q4 2013,2013,Q4,2013-10-15,2013-09-15,0.9509726386061478
EXC,Q4 2013,2013,Q4,2013-10-30,2013-09-30,0.934091168039472
M,Q4 2013,2013,Q4,2013-11-13,2013-10-14,1.818830433697412
CTXS,Q4 2013,2013,Q4,2013-10-23,2013-09-23,0.7879285142522731
CMI,Q4 2013,2013,Q4,2013-10-29,2013-09-29,1.1197418652819873
NTAP,Q4 2013,2013,Q4,2013-11-13,2013-10-14,0.8430590722905899
REGN,Q4 2013,2013,Q4,2013-11-05,2013-10-06,1.256750514021386
VMW,Q4 2013,2013,Q4,2013-10-21,2013-09-21,0.8462536001915755
WHR,Q4 2013,2013,Q4,2013-10-22,2013-09-22,1.0718368795301967
CRM,Q4 2013,2013,Q4,2013-11-18,2013-10-19,1.3054428422180575
AET,Q4 2013,2013,Q4,2013-10-29,2013-09-29,0.8446546236057858
AMAT,Q4 2013,2013,Q4,2013-11-14,2013-10-15,0.936578205837776
SIRI,Q4 2013,2013,Q4,2013-10-24,2013-09-24,1.2374488572928661
EQIX,Q4 2013,2013,Q4,2013-10-23,2013-09-23,1.277328563307413
STT,Q4 2013,2013,Q4,2013-10-22,2013-09-22,0.9988879425189717
CLF,Q4 2013,2013,Q4,2013-10-24,2013-09-24,1.233809946123446
HCA,Q4 2013,2013,Q4,2013-11-05,2013-10-06,0.9574965520917623
MOS,Q4 2013,2013,Q4,2013-11-05,2013-10-06,1.2567386285148283
NUS,Q4 2013,2013,Q4,2013-10-22,2013-09-22,1.0541945135959532
IP,Q4 2013,2013,Q4,2013-10-24,2013-09-24,0.9420711166919417
VIAB,Q4 2013,2013,Q4,2013-11-14,2013-10-15,0.7983066599465272
APA,Q4 2013,2013,Q4,2013-11-07,2013-10-08,0.8521391931438502
DVN,Q4 2013,2013,Q4,2013-11-06,2013-10-07,1.1741745811661375
AGN,Q4 2013,2013,Q4,2013-10-29,2013-09-29,1.076991822883761
KMB,Q4 2013,2013,Q4,2013-10-22,2013-09-22,1.2109282514148867
EMR,Q4 2013,2013,Q4,2013-11-05,2013-10-06,1.150501001355712
X,Q4 2013,2013,Q4,2013-10-28,2013-09-28,1.1499053329379956
CTSH,Q4 2013,2013,Q4,2013-11-05,2013-10-06,0.6687551146327659
MGM,Q4 2013,2013,Q4,2013-10-31,2013-10-01,1.3485985831950944
AEP,Q4 2013,2013,Q4,2013-10-23,2013-09-23,1.045626820546791
CAH,Q4 2013,2013,Q4,2013-10-31,2013-10-01,1.2103647275344207
NSC,Q4 2013,2013,Q4,2013-10-23,2013-09-23,1.1778049955940897
DUK,Q4 2013,2013,Q4,2013-11-06,2013-10-07,0.9740638561479009
JCI,Q4 2013,2013,Q4,2013-10-29,2013-09-29,1.0167882848726815
RF,Q4 2013,2013,Q4,2013-10-22,2013-09-22,1.306464096517403
SWK,Q4 2013,2013,Q4,2013-10-16,2013-09-16,2.290792070697717
FFIV,Q4 2013,2013,Q4,2013-10-23,2013-09-23,0.842219115378071
WMB,Q4 2013,2013,Q4,2013-10-30,2013-09-30,1.0550368819240483
DHR,Q4 2013,2013,Q4,2013-10-17,2013-09-17,1.2172283548578144
SWY,Q4 2013,2013,Q4,2013-10-10,2013-09-10,1.1521981278941287
LEN,Q4 2013,2013,Q4,2013-12-18,2013-11-18,1.0688785094989852
GRPN,Q4 2013,2013,Q4,2013-11-07,2013-10-08,0.9047285794505817
PCP,Q4 2013,2013,Q4,2013-10-24,2013-09-24,0.9931614630932479
TDC,Q4 2013,2013,Q4,2013-10-31,2013-10-01,0.4812398008002906
KRFT,Q4 2013,2013,Q4,2013-10-30,2013-09-30,0.8556537296618664
CSX,Q4 2013,2013,Q4,2013-10-15,2013-09-15,0.9492926462801059
MRO,Q4 2013,2013,Q4,2013-11-04,2013-10-05,1.06977192616424
DFS,Q4 2013,2013,Q4,2013-10-21,2013-09-21,0.7503828623927483
ADM,Q4 2013,2013,Q4,2013-10-29,2013-09-29,1.4150354632652833
BSX,Q4 2013,2013,Q4,2013-10-24,2013-09-24,1.245417023233349
CF,Q4 2013,2013,Q4,2013-11-04,2013-10-05,0.9512178948953609
GNW,Q4 2013,2013,Q4,2013-10-29,2013-09-29,1.1920517776684953
TJX,Q4 2013,2013,Q4,2013-11-19,2013-10-20,0.7878373538100367
CXO,Q4 2013,2013,Q4,2013-11-06,2013-10-07,0.9469801132054376
BK,Q4 2013,2013,Q4,2013-10-16,2013-09-16,0.786004493772363
UAL,Q4 2013,2013,Q4,2013-10-24,2013-09-24,1.083943475985448
PHM,Q4 2013,2013,Q4,2013-10-24,2013-09-24,1.0488303414433635
PRGO,Q4 2013,2013,Q4,2013-10-31,2013-10-01,1.69180203145131
TRV,Q4 2013,2013,Q4,2013-10-22,2013-09-22,0.7688191490964411
RTN,Q4 2013,2013,Q4,2013-10-24,2013-09-24,0.6971014873530027
XLNX,Q4 2013,2013,Q4,2013-10-16,2013-09-16,1.3583772523415247
TMO,Q4 2013,2013,Q4,2013-10-23,2013-09-23,0.8072341975487596
PPG,Q4 2013,2013,Q4,2013-10-17,2013-09-17,0.9501944248338291
LNG,Q4 2013,2013,Q4,2013-11-08,2013-10-09,1.572962936390232
PNC,Q4 2013,2013,Q4,2013-10-16,2013-09-16,1.1425789938055626
FE,Q4 2013,2013,Q4,2013-11-05,2013-10-06,1.661055817013312
FITB,Q4 2013,2013,Q4,2013-10-17,2013-09-17,1.0718549603069776
PRU,Q4 2013,2013,Q4,2013-11-06,2013-10-07,0.9230733300967331
RRC,Q4 2013,2013,Q4,2013-10-29,2013-09-29,0.8869613995884894
EMN,Q4 2013,2013,Q4,2013-10-24,2013-09-24,1.1299183231174907
ALL,Q4 2013,2013,Q4,2013-10-30,2013-09-30,0.8235916049606337
CLR,Q4 2013,2013,Q4,2013-11-06,2013-10-07,1.1820469589049576
PPL,Q4 2013,2013,Q4,2013-10-31,2013-10-01,0.8274131495919176
NBL,Q4 2013,2013,Q4,2013-10-24,2013-09-24,1.22371015401139
ATVI,Q4 2013,2013,Q4,2013-11-06,2013-10-07,0.8692590586034696
WU,Q4 2013,2013,Q4,2013-10-29,2013-09-29,2.113178805197361
ALXN,Q4 2013,2013,Q4,2013-10-24,2013-09-24,1.161379049480234
ITW,Q4 2013,2013,Q4,2013-10-21,2013-09-21,0.5684566389276349
STJ,Q4 2013,2013,Q4,2013-10-16,2013-09-16,0.8010001844224425
LULU,Q4 2013,2013,Q4,2013-12-12,2013-11-12,1.5623752345246165
WDC,Q4 2013,2013,Q4,2013-10-24,2013-09-24,1.147917599517428
PNRA,Q4 2013,2013,Q4,2013-10-22,2013-09-22,1.2742570836341487
CI,Q4 2013,2013,Q4,2013-10-31,2013-10-01,0.645572128347478
SHW,Q4 2013,2013,Q4,2013-10-25,2013-09-25,1.0727874323226403
INTU,Q4 2013,2013,Q4,2013-11-21,2013-10-22,1.3211297521780585
ADSK,Q4 2013,2013,Q4,2013-11-21,2013-10-22,1.1692680493798484
DRI,Q4 2013,2013,Q4,2013-12-19,2013-11-19,2.5214212445159108
MJN,Q4 2013,2013,Q4,2013-10-24,2013-09-24,1.149810762109177
KSS,Q4 2013,2013,Q4,2013-11-14,2013-10-15,1.1706640610951249
KEY,Q4 2013,2013,Q4,2013-10-16,2013-09-16,0.9484511284757929
VFC,Q4 2013,2013,Q4,2013-10-21,2013-09-21,0.948052047923555
NEE,Q4 2013,2013,Q4,2013-11-01,2013-10-02,1.3470612501617814
DECK,Q4 2013,2013,Q4,2013-10-24,2013-09-24,1.881639177229558
LO,Q4 2013,2013,Q4,2013-10-23,2013-09-23,0.5773317756857443
ICE,Q4 2013,2013,Q4,2013-11-05,2013-10-06,1.404363738397068
GIS,Q4 2013,2013,Q4,2013-12-18,2013-11-18,0.7835403152256748
WFM,Q4 2013,2013,Q4,2013-11-06,2013-10-07,2.308967105321854
NOC,Q4 2013,2013,Q4,2013-10-23,2013-09-23,0.7808497236922545
DG,Q4 2013,2013,Q4,2013-12-05,2013-11-05,1.6445112497030956
EA,Q4 2013,2013,Q4,2013-10-29,2013-09-29,1.0971276943432613
HIG,Q4 2013,2013,Q4,2013-10-28,2013-09-28,0.9250318988391465
DHI,Q4 2013,2013,Q4,2013-11-12,2013-10-13,0.9249790495354495
APD,Q4 2013,2013,Q4,2013-10-29,2013-09-29,0.8782318945930205
MHK,Q4 2013,2013,Q4,2013-10-31,2013-10-01,1.038505917763379
VRTX,Q4 2013,2013,Q4,2013-10-29,2013-09-29,1.0256851187074074
MAT,Q4 2013,2013,Q4,2013-10-16,2013-09-16,0.7731093255357694
AFL,Q4 2013,2013,Q4,2013-10-29,2013-09-29,1.0665112501115788
PH,Q4 2013,2013,Q4,2013-10-18,2013-09-18,0.9808139556912345
SWN,Q4 2013,2013,Q4,2013-10-31,2013-10-01,1.4585211699467586
ED,Q4 2013,2013,Q4,2013-11-04,2013-10-05,1.0199346183356088
AMD,Q4 2013,2013,Q4,2013-10-17,2013-09-17,1.5187791629080452
TROW,Q4 2013,2013,Q4,2013-10-24,2013-09-24,1.060768758088242
D,Q4 2013,2013,Q4,2013-11-05,2013-10-06,1.0269159004265414
RL,Q4 2013,2013,Q4,2013-11-06,2013-10-07,1.4482527079597218
PVH,Q4 2013,2013,Q4,2013-12-09,2013-11-09,1.207058611239589
MSI,Q4 2013,2013,Q4,2013-10-23,2013-09-23,0.8669539557554774
IPG,Q4 2013,2013,Q4,2013-10-18,2013-09-18,1.3643759702644211
GD,Q4 2013,2013,Q4,2013-10-23,2013-09-23,0.7022996684190929
ILMN,Q4 2013,2013,Q4,2013-10-21,2013-09-21,0.9901812456327993
BEN,Q4 2013,2013,Q4,2013-10-24,2013-09-24,0.9023288969949466
CNX,Q4 2013,2013,Q4,2013-10-29,2013-09-29,0.9931788601467411
SBAC,Q4 2013,2013,Q4,2013-11-04,2013-10-05,0.9290152872896842
URI,Q4 2013,2013,Q4,2013-10-16,2013-09-16,1.042981096757147
KR,Q4 2013,2013,Q4,2013-12-05,2013-11-05,0.8201737900617836
CLX,Q4 2013,2013,Q4,2013-10-31,2013-10-01,0.9019698179188734
AKAM,Q4 2013,2013,Q4,2013-10-23,2013-09-23,1.3717807853463646
JNPR,Q4 2013,2013,Q4,2013-10-22,2013-09-22,0.9748124912062983
NWSA,Q4 2013,2013,Q4,2013-11-11,2013-10-12,1.3183797674376467
BMRN,Q4 2013,2013,Q4,2013-10-24,2013-09-24,0.8978119045929702
MDVN,Q4 2013,2013,Q4,2013-11-12,2013-10-13,0.5391823988314238
LCC,Q4 2013,2013,Q4,2013-10-12,2013-09-12,1.2333460725102436
STZ,Q4 2013,2013,Q4,2013-10-03,2013-09-03,1.3248531170964517
LRCX,Q4 2013,2013,Q4,2013-10-23,2013-09-23,1.0484401659393643
ADP,Q4 2013,2013,Q4,2013-10-30,2013-09-30,1.1205249515903393
EW,Q4 2013,2013,Q4,2013-10-28,2013-09-28,2.3813176140269863
DGX,Q4 2013,2013,Q4,2013-10-17,2013-09-17,0.7560311461190558
TSN,Q4 2013,2013,Q4,2013-11-18,2013-10-19,1.2235477565832644
ORLY,Q4 2013,2013,Q4,2013-10-23,2013-09-23,1.0620642330694716
XRX,Q4 2013,2013,Q4,2013-10-24,2013-09-24,1.5382545397896894
LUV,Q4 2013,2013,Q4,2013-10-24,2013-09-24,1.0209108427296052
A,Q4 2013,2013,Q4,2013-11-14,2013-10-15,1.6932936537231216
TOL,Q4 2013,2013,Q4,2013-12-10,2013-11-10,1.129282089185169
EQT,Q4 2013,2013,Q4,2013-10-24,2013-09-24,0.9613737554679875
MTB,Q4 2013,2013,Q4,2013-10-17,2013-09-17,1.0839905103428835
SYY,Q4 2013,2013,Q4,2013-11-04,2013-10-05,1.2320342264344044
XEC,Q4 2013,2013,Q4,2013-11-06,2013-10-07,1.1215646287940684
PCYC,Q4 2013,2013,Q4,2013-11-07,2013-10-08,0.8910421096571799
GT,Q4 2013,2013,Q4,2013-10-29,2013-09-29,0.719505895476108
ANF,Q4 2013,2013,Q4,2013-11-21,2013-10-22,0.5945185968489147
SYK,Q4 2013,2013,Q4,2013-10-17,2013-09-17,0.7704393947259157
ZTS,Q4 2013,2013,Q4,2013-11-05,2013-10-06,0.6833407905998915
GWW,Q4 2013,2013,Q4,2013-10-16,2013-09-16,1.0893679745736575
CAG,Q4 2013,2013,Q4,2013-12-19,2013-11-19,1.2897739423039771
HUM,Q4 2013,2013,Q4,2013-11-06,2013-10-07,0.7938267813358479
DISH,Q4 2013,2013,Q4,2013-11-12,2013-10-13,2.397833002564939
K,Q4 2013,2013,Q4,2013-11-04,2013-10-05,1.0337729289003688
MMC,Q4 2013,2013,Q4,2013-11-06,2013-10-07,0.934913928999383
AZO,Q4 2013,2013,Q4,2013-12-10,2013-11-10,0.9845573290004327
NRG,Q4 2013,2013,Q4,2013-11-12,2013-10-13,0.7009215943515987
AMP,Q4 2013,2013,Q4,2013-10-29,2013-09-29,0.7301343089099963
AAP,Q4 2013,2013,Q4,2013-10-31,2013-10-01,0.5014687060233933
PGR,Q4 2013,2013,Q4,2013-10-09,2013-09-09,1.1338654957660583
CME,Q4 2013,2013,Q4,2013-11-04,2013-10-05,1.1128634561015247
EL,Q4 2013,2013,Q4,2013-10-31,2013-10-01,1.0350462840151644
JOY,Q4 2013,2013,Q4,2013-12-11,2013-11-11,1.5122100543557726
CMS,Q4 2013,2013,Q4,2013-10-23,2013-09-23,0.8566854724939059
ROST,Q4 2013,2013,Q4,2013-11-21,2013-10-22,1.9053671006361386
ECL,Q4 2013,2013,Q4,2013-10-29,2013-09-29,0.9407628972117017
FAST,Q4 2013,2013,Q4,2013-10-09,2013-09-09,2.1249606736909437
MAR,Q4 2013,2013,Q4,2013-10-30,2013-09-30,0.9860966598472748
PAYX,Q4 2013,2013,Q4,2013-12-18,2013-11-18,1.1550552588889604
BCR,Q4 2013,2013,Q4,2013-10-22,2013-09-22,1.0699876604097678
MAS,Q4 2013,2013,Q4,2013-10-28,2013-09-28,0.6936559971483403
RHT,Q4 2013,2013,Q4,2013-12-19,2013-11-19,2.559540889143527
OMC,Q4 2013,2013,Q4,2013-10-15,2013-09-15,1.3230824172273974
PII,Q4 2013,2013,Q4,2013-10-22,2013-09-22,0.9789115108403537
FDO,Q4 2013,2013,Q4,2013-10-09,2013-09-09,0.912907055107918
KSU,Q4 2013,2013,Q4,2013-10-18,2013-09-18,0.9984274290095067
FLR,Q4 2013,2013,Q4,2013-10-31,2013-10-01,0.9954780212677807
AAPL,Q1 2014,2014,Q1,2014-01-27,2013-12-28,1.2363771564323904
BAC,Q1 2014,2014,Q1,2014-01-15,2013-12-16,1.0049594257019094
NFLX,Q1 2014,2014,Q1,2014-01-22,2013-12-23,2.1310798082462186
MSFT,Q1 2014,2014,Q1,2014-01-23,2013-12-24,0.8649669290668713
TSLA,Q1 2014,2014,Q1,2014-02-19,2014-01-20,1.3122004549385617
C,Q1 2014,2014,Q1,2014-01-16,2013-12-17,1.6748076050098681
AMZN,Q1 2014,2014,Q1,2014-01-30,2013-12-31,1.8498171345218322
TWTR,Q1 2014,2014,Q1,2014-02-05,2014-01-06,1.4093202286646132
XOM,Q1 2014,2014,Q1,2014-01-30,2013-12-31,1.235723685750535
