ticker,season,year,quarter,earnings_date,analysis_date,revr
ROST,Q2 2021,2021,Q2,2021-05-20,2021-04-20,0.7073523328283522
GPN,Q2 2021,2021,Q2,2021-05-04,2021-04-04,1.2267826189665247
FSLY,Q2 2021,2021,Q2,2021-05-05,2021-04-05,2.2956925435446944
BKR,Q2 2021,2021,Q2,2021-04-21,2021-03-22,1.515357208492229
DISH,Q2 2021,2021,Q2,2021-04-29,2021-03-30,0.7574216412021398
CSGP,Q2 2021,2021,Q2,2021-04-27,2021-03-28,1.4036197206791223
EFX,Q2 2021,2021,Q2,2021-04-21,2021-03-22,2.263824150864762
KEY,Q2 2021,2021,Q2,2021-04-20,2021-03-21,1.0789005598371173
VMW,Q2 2021,2021,Q2,2021-05-27,2021-04-27,0.8009490747589487
FAST,Q2 2021,2021,Q2,2021-04-13,2021-03-14,0.914622349129498
DD,Q2 2021,2021,Q2,2021-05-04,2021-04-04,1.0022931817032874
BAX,Q2 2021,2021,Q2,2021-04-29,2021-03-30,1.4106716711287755
ECL,Q2 2021,2021,Q2,2021-04-27,2021-03-28,1.2063465135663796
ROP,Q2 2021,2021,Q2,2021-04-27,2021-03-28,1.4384599075346065
QRVO,Q2 2021,2021,Q2,2021-05-05,2021-04-05,1.0087922985575672
IFF,Q2 2021,2021,Q2,2021-05-10,2021-04-10,1.272138238298274
DRI,Q2 2021,2021,Q2,2021-06-24,2021-05-25,1.2183516546171422
GLW,Q2 2021,2021,Q2,2021-04-27,2021-03-28,1.4151309189296482
PAYX,Q2 2021,2021,Q2,2021-04-06,2021-03-07,1.0700672635912574
TROW,Q2 2021,2021,Q2,2021-04-29,2021-03-30,0.988292872238985
TSLA,Q3 2021,2021,Q3,2021-07-26,2021-06-26,1.2019186279404395
AAPL,Q3 2021,2021,Q3,2021-07-27,2021-06-27,0.7228909828538554
AMZN,Q3 2021,2021,Q3,2021-07-29,2021-06-29,1.219582313550697
MSFT,Q3 2021,2021,Q3,2021-07-27,2021-06-27,0.9767356783414943
MRNA,Q3 2021,2021,Q3,2021-08-05,2021-07-06,1.270580328314508
AMD,Q3 2021,2021,Q3,2021-07-27,2021-06-27,1.5847581714994186
GOOGL,Q3 2021,2021,Q3,2021-07-27,2021-06-27,0.8834543243799006
AMC,Q3 2021,2021,Q3,2021-08-09,2021-07-10,0.8844232397588101
NVDA,Q3 2021,2021,Q3,2021-08-18,2021-07-19,0.4311184947485678
BA,Q3 2021,2021,Q3,2021-07-28,2021-06-28,0.746452580368183
JPM,Q3 2021,2021,Q3,2021-07-13,2021-06-13,1.0154800988432773
BAC,Q3 2021,2021,Q3,2021-07-14,2021-06-14,0.8689017164013105
NFLX,Q3 2021,2021,Q3,2021-07-20,2021-06-20,0.9875275847467415
V,Q3 2021,2021,Q3,2021-07-27,2021-06-27,0.8184536740754776
ROKU,Q3 2021,2021,Q3,2021-08-04,2021-07-05,0.6268620689695723
PYPL,Q3 2021,2021,Q3,2021-07-28,2021-06-28,1.6057655696593822
SNAP,Q3 2021,2021,Q3,2021-07-22,2021-06-22,1.4985748441917297
SPCE,Q3 2021,2021,Q3,2021-08-05,2021-07-06,0.8317200442212773
DIS,Q3 2021,2021,Q3,2021-08-12,2021-07-13,0.8533665492960882
CRM,Q3 2021,2021,Q3,2021-08-25,2021-07-26,1.0215519140899791
MU,Q3 2021,2021,Q3,2021-09-28,2021-08-29,1.047592977548961
C,Q3 2021,2021,Q3,2021-07-14,2021-06-14,0.8326374492291075
INTC,Q3 2021,2021,Q3,2021-07-22,2021-06-22,1.1325632382571051
MA,Q3 2021,2021,Q3,2021-07-29,2021-06-29,0.6248320782625716
WFC,Q3 2021,2021,Q3,2021-07-14,2021-06-14,0.8630047553515449
XOM,Q3 2021,2021,Q3,2021-07-30,2021-06-30,0.8915742452821301
ORCL,Q3 2021,2021,Q3,2021-09-13,2021-08-14,2.0603982157176195
ZM,Q3 2021,2021,Q3,2021-08-30,2021-07-31,1.6615490616394462
TWTR,Q3 2021,2021,Q3,2021-07-22,2021-06-22,0.8038616759282785
QCOM,Q3 2021,2021,Q3,2021-07-28,2021-06-28,1.1164776766370597
JNJ,Q3 2021,2021,Q3,2021-07-21,2021-06-21,0.8620765650159461
PFE,Q3 2021,2021,Q3,2021-07-28,2021-06-28,2.677309945949601
PG,Q3 2021,2021,Q3,2021-07-30,2021-06-30,1.0386249106236716
UNH,Q3 2021,2021,Q3,2021-07-15,2021-06-15,1.206101939625307
ADBE,Q3 2021,2021,Q3,2021-09-21,2021-08-22,1.473551064634272
CVX,Q3 2021,2021,Q3,2021-07-30,2021-06-30,0.9267939272962368
MS,Q3 2021,2021,Q3,2021-07-15,2021-06-15,0.7651275277021338
GS,Q3 2021,2021,Q3,2021-07-13,2021-06-13,0.9197614407375511
HD,Q3 2021,2021,Q3,2021-08-17,2021-07-18,1.1397914353331557
T,Q3 2021,2021,Q3,2021-07-22,2021-06-22,0.7483898777196292
HON,Q3 2021,2021,Q3,2021-07-23,2021-06-23,0.6681315867418086
NKE,Q3 2021,2021,Q3,2021-09-23,2021-08-24,1.6119380520247613
WMT,Q3 2021,2021,Q3,2021-08-17,2021-07-18,0.8658277527805074
AMAT,Q3 2021,2021,Q3,2021-08-19,2021-07-20,0.8577372291867863
VZ,Q3 2021,2021,Q3,2021-07-21,2021-06-21,0.8511582883310287
SNOW,Q3 2021,2021,Q3,2021-08-25,2021-07-26,0.8425023252662285
F,Q3 2021,2021,Q3,2021-07-28,2021-06-28,0.9131176550836642
LRCX,Q3 2021,2021,Q3,2021-07-28,2021-06-28,0.9112255489837537
CSCO,Q3 2021,2021,Q3,2021-08-18,2021-07-19,1.4365459000085639
COIN,Q3 2021,2021,Q3,2021-08-10,2021-07-11,0.9133080902451658
ABNB,Q3 2021,2021,Q3,2021-08-12,2021-07-13,2.0792659516814833
CMCSA,Q3 2021,2021,Q3,2021-07-29,2021-06-29,0.7603015472514787
UBER,Q3 2021,2021,Q3,2021-08-04,2021-07-05,1.133412210723328
KO,Q3 2021,2021,Q3,2021-07-21,2021-06-21,0.8428035726529326
TXN,Q3 2021,2021,Q3,2021-07-21,2021-06-21,1.6137704637160355
GM,Q3 2021,2021,Q3,2021-08-04,2021-07-05,1.1550279074135226
COST,Q3 2021,2021,Q3,2021-09-23,2021-08-24,1.5337627682626243
GE,Q3 2021,2021,Q3,2021-07-27,2021-06-27,41.15144678817721
PINS,Q3 2021,2021,Q3,2021-07-29,2021-06-29,1.460969255312728
AVGO,Q3 2021,2021,Q3,2021-09-02,2021-08-03,1.0470205903558163
IBM,Q3 2021,2021,Q3,2021-07-19,2021-06-19,0.7840254798580031
FCX,Q3 2021,2021,Q3,2021-07-22,2021-06-22,1.0813450804624263
SBUX,Q3 2021,2021,Q3,2021-07-27,2021-06-27,0.7389597709335798
PEP,Q3 2021,2021,Q3,2021-07-13,2021-06-13,1.0689993656782084
AXP,Q3 2021,2021,Q3,2021-07-23,2021-06-23,0.6895718101135163
PTON,Q3 2021,2021,Q3,2021-08-26,2021-07-27,1.447998685062874
UNP,Q3 2021,2021,Q3,2021-07-22,2021-06-22,0.6566011039714064
TGT,Q3 2021,2021,Q3,2021-08-18,2021-07-19,1.1216426373905368
CRWD,Q3 2021,2021,Q3,2021-08-31,2021-08-01,0.7592321314543465
CAT,Q3 2021,2021,Q3,2021-07-30,2021-06-30,1.1711125393178667
ABBV,Q3 2021,2021,Q3,2021-07-30,2021-06-30,1.386548121628084
AAL,Q3 2021,2021,Q3,2021-07-22,2021-06-22,1.0333811155719195
MRK,Q3 2021,2021,Q3,2021-07-29,2021-06-29,1.1864429118063031
CLF,Q3 2021,2021,Q3,2021-07-22,2021-06-22,0.8469035331022488
NVAX,Q3 2021,2021,Q3,2021-08-05,2021-07-06,1.269316462439817
NOW,Q3 2021,2021,Q3,2021-07-28,2021-06-28,1.1621902385088432
TMO,Q3 2021,2021,Q3,2021-07-28,2021-06-28,0.9803355885573163
CMG,Q3 2021,2021,Q3,2021-07-20,2021-06-20,1.727052035242022
DOCU,Q3 2021,2021,Q3,2021-09-02,2021-08-03,1.3423848498693363
MCD,Q3 2021,2021,Q3,2021-07-28,2021-06-28,0.7582845285419192
UAL,Q3 2021,2021,Q3,2021-07-20,2021-06-20,1.34177302144128
BKNG,Q3 2021,2021,Q3,2021-08-04,2021-07-05,1.2282047616991913
UPS,Q3 2021,2021,Q3,2021-07-27,2021-06-27,1.9093511127089062
DHR,Q3 2021,2021,Q3,2021-07-22,2021-06-22,1.021896150494951
LOW,Q3 2021,2021,Q3,2021-08-18,2021-07-19,1.360081231262526
PLTR,Q3 2021,2021,Q3,2021-08-12,2021-07-13,1.3672962062613074
BMY,Q3 2021,2021,Q3,2021-07-28,2021-06-28,1.2668862218599053
LLY,Q3 2021,2021,Q3,2021-08-03,2021-07-04,1.3297216801183436
ATVI,Q3 2021,2021,Q3,2021-08-03,2021-07-04,0.7171676313196178
ABT,Q3 2021,2021,Q3,2021-07-22,2021-06-22,0.9176966412169734
FDX,Q3 2021,2021,Q3,2021-09-21,2021-08-22,1.6852897713650075
CHTR,Q3 2021,2021,Q3,2021-07-30,2021-06-30,1.182746183492392
DAL,Q3 2021,2021,Q3,2021-07-14,2021-06-14,1.5968581410660259
BLK,Q3 2021,2021,Q3,2021-07-14,2021-06-14,0.9939575008088949
TMUS,Q3 2021,2021,Q3,2021-07-29,2021-06-29,0.9336946151132045
INTU,Q3 2021,2021,Q3,2021-08-24,2021-07-25,1.2335496710914944
TWLO,Q3 2021,2021,Q3,2021-07-29,2021-06-29,1.0442937779018817
SPGI,Q3 2021,2021,Q3,2021-07-29,2021-06-29,1.3445518362961093
AMGN,Q3 2021,2021,Q3,2021-08-03,2021-07-04,2.275296123993679
NEE,Q3 2021,2021,Q3,2021-07-23,2021-06-23,0.7951467707379949
X,Q3 2021,2021,Q3,2021-07-29,2021-06-29,0.9225890025075563
RBLX,Q3 2021,2021,Q3,2021-08-16,2021-07-17,0.8227945617239906
COP,Q3 2021,2021,Q3,2021-08-03,2021-07-04,0.8948200263426914
DE,Q3 2021,2021,Q3,2021-08-20,2021-07-21,1.2543273132677617
COF,Q3 2021,2021,Q3,2021-07-22,2021-06-22,0.7152286026332431
SCHW,Q3 2021,2021,Q3,2021-07-16,2021-06-16,0.8905655186975817
PLUG,Q3 2021,2021,Q3,2021-08-05,2021-07-06,1.1769613096875773
MSTR,Q3 2021,2021,Q3,2021-07-29,2021-06-29,0.7149530857506443
ISRG,Q3 2021,2021,Q3,2021-07-20,2021-06-20,2.16225580951192
ADI,Q3 2021,2021,Q3,2021-08-18,2021-07-19,1.1941709204752107
MELI,Q3 2021,2021,Q3,2021-08-04,2021-07-05,1.4708092469943628
EBAY,Q3 2021,2021,Q3,2021-08-11,2021-07-12,0.8745516116410041
DKNG,Q3 2021,2021,Q3,2021-08-06,2021-07-07,1.0367884232209668
MMM,Q3 2021,2021,Q3,2021-07-27,2021-06-27,0.8347740057388088
TTD,Q3 2021,2021,Q3,2021-08-09,2021-07-10,0.9784886291003383
CVS,Q3 2021,2021,Q3,2021-08-04,2021-07-05,1.4017466064545836
LUV,Q3 2021,2021,Q3,2021-07-22,2021-06-22,0.9967236247749608
BIIB,Q3 2021,2021,Q3,2021-07-22,2021-06-22,0.573046688930635
CI,Q3 2021,2021,Q3,2021-08-05,2021-07-06,1.9081129918353428
ETSY,Q3 2021,2021,Q3,2021-08-04,2021-07-05,1.0434864115335676
RTX,Q3 2021,2021,Q3,2021-07-27,2021-06-27,0.6910257007589016
ALGN,Q3 2021,2021,Q3,2021-07-28,2021-06-28,1.053630111027923
OXY,Q3 2021,2021,Q3,2021-08-03,2021-07-04,1.0241111853148166
VRTX,Q3 2021,2021,Q3,2021-07-29,2021-06-29,1.2297921062153185
GME,Q3 2021,2021,Q3,2021-09-08,2021-08-09,0.5440160115322672
GILD,Q3 2021,2021,Q3,2021-07-29,2021-06-29,1.3401058541230746
CVNA,Q3 2021,2021,Q3,2021-08-05,2021-07-06,1.3076816597531
FIVN,Q3 2021,2021,Q3,2021-07-27,2021-06-27,0.962356471290019
SAVA,Q3 2021,2021,Q3,2021-08-03,2021-07-04,0.8696855537027435
BX,Q3 2021,2021,Q3,2021-07-22,2021-06-22,0.7900945263797137
TDOC,Q3 2021,2021,Q3,2021-07-27,2021-06-27,1.071989225024328
ENPH,Q3 2021,2021,Q3,2021-07-27,2021-06-27,0.9458693643444003
MDLZ,Q3 2021,2021,Q3,2021-07-27,2021-06-27,1.5857439444774415
KLAC,Q3 2021,2021,Q3,2021-07-29,2021-06-29,1.0184666046869253
PM,Q3 2021,2021,Q3,2021-07-20,2021-06-20,1.014560620156569
CSX,Q3 2021,2021,Q3,2021-07-21,2021-06-21,0.4023341164125786
XELA,Q3 2021,2021,Q3,2021-08-10,2021-07-11,0.8026372725493339
ZTS,Q3 2021,2021,Q3,2021-08-05,2021-07-06,0.9975157833727073
WDAY,Q3 2021,2021,Q3,2021-08-26,2021-07-27,1.5562369509261642
LULU,Q3 2021,2021,Q3,2021-09-08,2021-08-09,1.4191026435827025
LMT,Q3 2021,2021,Q3,2021-07-26,2021-06-26,0.9471510731685641
UPST,Q3 2021,2021,Q3,2021-08-10,2021-07-11,1.3941603168482817
WBA,Q3 2021,2021,Q3,2021-07-01,2021-06-01,1.0312133511864696
HCA,Q3 2021,2021,Q3,2021-07-20,2021-06-20,2.2426842004038905
NSC,Q3 2021,2021,Q3,2021-07-28,2021-06-28,0.6330952763055988
GNRC,Q3 2021,2021,Q3,2021-07-28,2021-06-28,1.3360709310874421
REGN,Q3 2021,2021,Q3,2021-08-05,2021-07-06,1.4741222674832901
PANW,Q3 2021,2021,Q3,2021-08-23,2021-07-24,2.051077995285325
TLRY,Q3 2021,2021,Q3,2021-07-28,2021-06-28,1.5319413274988174
EOG,Q3 2021,2021,Q3,2021-08-04,2021-07-05,0.9037943810056696
NURO,Q3 2021,2021,Q3,2021-07-22,2021-06-22,1.2176676859964357
TJX,Q3 2021,2021,Q3,2021-08-18,2021-07-19,0.9261648756564536
DPZ,Q3 2021,2021,Q3,2021-07-22,2021-06-22,3.7314465717861887
NEM,Q3 2021,2021,Q3,2021-07-22,2021-06-22,1.118404327687623
SAM,Q3 2021,2021,Q3,2021-07-22,2021-06-22,2.1827722276759145
DXCM,Q3 2021,2021,Q3,2021-07-29,2021-06-29,1.63310924564518
CL,Q3 2021,2021,Q3,2021-07-30,2021-06-30,1.3403250879144528
MRVL,Q3 2021,2021,Q3,2021-08-26,2021-07-27,1.0140046874537596
ADSK,Q3 2021,2021,Q3,2021-08-25,2021-07-26,2.0205460693294484
AA,Q3 2021,2021,Q3,2021-07-15,2021-06-15,1.1890527174798635
SYK,Q3 2021,2021,Q3,2021-07-27,2021-06-27,0.7982474764994322
OKTA,Q3 2021,2021,Q3,2021-09-01,2021-08-02,0.8771758054335079
LVS,Q3 2021,2021,Q3,2021-07-21,2021-06-21,1.3952835224616822
HUM,Q3 2021,2021,Q3,2021-07-28,2021-06-28,1.4080239406463169
GPN,Q3 2021,2021,Q3,2021-08-02,2021-07-03,1.6336629659932476
ZS,Q3 2021,2021,Q3,2021-09-09,2021-08-10,1.6167953906918848
MMC,Q3 2021,2021,Q3,2021-07-22,2021-06-22,1.2047734110293817
MAR,Q3 2021,2021,Q3,2021-08-03,2021-07-04,0.8218841878101316
MO,Q3 2021,2021,Q3,2021-07-29,2021-06-29,0.8376997830836247
VLO,Q3 2021,2021,Q3,2021-07-29,2021-06-29,0.9755937790513965
EXPE,Q3 2021,2021,Q3,2021-08-05,2021-07-06,1.2324136173569318
SWKS,Q3 2021,2021,Q3,2021-07-29,2021-06-29,1.2494989173812936
FIS,Q3 2021,2021,Q3,2021-08-03,2021-07-04,1.1222199917644415
SHW,Q3 2021,2021,Q3,2021-07-27,2021-06-27,1.0274478419993036
DASH,Q3 2021,2021,Q3,2021-08-12,2021-07-13,0.8935313592465243
KMB,Q3 2021,2021,Q3,2021-07-23,2021-06-23,1.1369176907068614
HLT,Q3 2021,2021,Q3,2021-07-29,2021-06-29,0.8325156247363366
USB,Q3 2021,2021,Q3,2021-07-15,2021-06-15,1.023337168351923
WYNN,Q3 2021,2021,Q3,2021-08-04,2021-07-05,1.3528557178988991
DG,Q3 2021,2021,Q3,2021-08-26,2021-07-27,1.156576097323172
XLNX,Q3 2021,2021,Q3,2021-07-28,2021-06-28,1.2222909634905172
EL,Q3 2021,2021,Q3,2021-08-19,2021-07-20,1.2082892436502206
ADP,Q3 2021,2021,Q3,2021-07-28,2021-06-28,1.1074219819831284
MPC,Q3 2021,2021,Q3,2021-08-04,2021-07-05,0.9864043252349544
EA,Q3 2021,2021,Q3,2021-08-04,2021-07-05,0.829871515186508
DHI,Q3 2021,2021,Q3,2021-07-22,2021-06-22,1.117271505915179
DOW,Q3 2021,2021,Q3,2021-07-22,2021-06-22,0.9599954935539773
W,Q3 2021,2021,Q3,2021-08-05,2021-07-06,1.280547719249896
PGR,Q3 2021,2021,Q3,2021-07-15,2021-06-15,1.1445646659896576
BSX,Q3 2021,2021,Q3,2021-07-27,2021-06-27,0.9400259906806548
A,Q3 2021,2021,Q3,2021-08-17,2021-07-18,1.8183909096738382
MET,Q3 2021,2021,Q3,2021-08-04,2021-07-05,0.8017792975368462
PXD,Q3 2021,2021,Q3,2021-08-02,2021-07-03,1.0092808601054628
NET,Q3 2021,2021,Q3,2021-08-05,2021-07-06,1.1599542463664405
EW,Q3 2021,2021,Q3,2021-07-29,2021-06-29,0.7406526453753982
PNC,Q3 2021,2021,Q3,2021-07-14,2021-06-14,0.8549079586510998
COUP,Q3 2021,2021,Q3,2021-09-07,2021-08-08,1.137797981337653
DVN,Q3 2021,2021,Q3,2021-08-03,2021-07-04,1.0786116362438827
MCHP,Q3 2021,2021,Q3,2021-08-03,2021-07-04,0.719442042094442
Z,Q3 2021,2021,Q3,2021-08-05,2021-07-06,1.1306522004257997
KR,Q3 2021,2021,Q3,2021-09-10,2021-08-11,1.098336120921212
DUK,Q3 2021,2021,Q3,2021-08-05,2021-07-06,0.9735946999156043
MTCH,Q3 2021,2021,Q3,2021-08-03,2021-07-04,1.0034117650903172
NUE,Q3 2021,2021,Q3,2021-07-22,2021-06-22,1.3314553989781577
RUN,Q3 2021,2021,Q3,2021-08-05,2021-07-06,1.002863121698497
ILMN,Q3 2021,2021,Q3,2021-08-05,2021-07-06,1.5148657578145794
BDX,Q3 2021,2021,Q3,2021-08-05,2021-07-06,1.4470501780671683
NTLA,Q3 2021,2021,Q3,2021-08-05,2021-07-06,1.1077822131158812
TFC,Q3 2021,2021,Q3,2021-07-15,2021-06-15,0.8946983567672274
ALB,Q3 2021,2021,Q3,2021-08-04,2021-07-05,0.9172286930306348
HPQ,Q3 2021,2021,Q3,2021-08-26,2021-07-27,0.9544736712893219
URI,Q3 2021,2021,Q3,2021-07-28,2021-06-28,0.9294105918005258
RNG,Q3 2021,2021,Q3,2021-08-03,2021-07-04,0.9040749348614937
PENN,Q3 2021,2021,Q3,2021-08-05,2021-07-06,1.2080316153888713
BK,Q3 2021,2021,Q3,2021-07-15,2021-06-15,0.8445177802358149
SO,Q3 2021,2021,Q3,2021-07-29,2021-06-29,1.0657497205784292
DRI,Q3 2021,2021,Q3,2021-09-23,2021-08-24,1.4696463812307148
SYF,Q3 2021,2021,Q3,2021-07-20,2021-06-20,0.8685833767044789
CARR,Q3 2021,2021,Q3,2021-07-29,2021-06-29,1.1122841718028365
SOFI,Q3 2021,2021,Q3,2021-08-12,2021-07-13,0.9922181354297825
IDXX,Q3 2021,2021,Q3,2021-07-30,2021-06-30,1.3656819688698785
FTNT,Q3 2021,2021,Q3,2021-07-29,2021-06-29,1.449940071667422
AZO,Q3 2021,2021,Q3,2021-09-21,2021-08-22,1.1604051442845333
CHWY,Q3 2021,2021,Q3,2021-09-01,2021-08-02,0.934943395639629
PSX,Q3 2021,2021,Q3,2021-08-03,2021-07-04,1.030583675789263
MCK,Q3 2021,2021,Q3,2021-08-04,2021-07-05,1.180040220896325
ICE,Q3 2021,2021,Q3,2021-07-29,2021-06-29,1.07820143316487
STMP,Q3 2021,2021,Q3,2021-08-05,2021-07-06,0.3957596365865684
SPLK,Q3 2021,2021,Q3,2021-08-25,2021-07-26,0.906015560660603
RIOT,Q3 2021,2021,Q3,2021-08-23,2021-07-24,0.91855648054768
AEP,Q3 2021,2021,Q3,2021-07-22,2021-06-22,0.9986376532818563
RH,Q3 2021,2021,Q3,2021-09-08,2021-08-09,1.2386302592715392
U,Q3 2021,2021,Q3,2021-08-10,2021-07-11,1.1321927682684092
ECL,Q3 2021,2021,Q3,2021-07-27,2021-06-27,0.6663208142982529
BILL,Q3 2021,2021,Q3,2021-08-26,2021-07-27,2.55636595515482
LYFT,Q3 2021,2021,Q3,2021-08-03,2021-07-04,1.1707346980200783
CTSH,Q3 2021,2021,Q3,2021-07-28,2021-06-28,1.224214662144632
CLX,Q3 2021,2021,Q3,2021-08-03,2021-07-04,1.2207677872025595
CLOV,Q3 2021,2021,Q3,2021-08-11,2021-07-12,1.7601017764397107
CME,Q3 2021,2021,Q3,2021-07-28,2021-06-28,0.9803921074885533
BYND,Q3 2021,2021,Q3,2021-08-05,2021-07-06,1.0213134975459985
KSU,Q3 2021,2021,Q3,2021-07-16,2021-06-16,0.7713891158935925
NOC,Q3 2021,2021,Q3,2021-07-29,2021-06-29,0.9400868417405371
LEN,Q3 2021,2021,Q3,2021-09-20,2021-08-21,1.1672095701268852
EMR,Q3 2021,2021,Q3,2021-08-04,2021-07-05,0.6501817444491164
PH,Q3 2021,2021,Q3,2021-08-05,2021-07-06,0.8275841963812962
KMI,Q3 2021,2021,Q3,2021-07-21,2021-06-21,0.9912998797222514
APD,Q3 2021,2021,Q3,2021-08-09,2021-07-10,1.7522029240029144
MCO,Q3 2021,2021,Q3,2021-07-28,2021-06-28,0.9043740459070463
ORLY,Q3 2021,2021,Q3,2021-07-28,2021-06-28,0.9846844925848721
FTV,Q3 2021,2021,Q3,2021-07-29,2021-06-29,1.125019927566768
BAX,Q3 2021,2021,Q3,2021-07-29,2021-06-29,1.4939060380589213
CMI,Q3 2021,2021,Q3,2021-08-03,2021-07-04,1.1357971680164136
D,Q3 2021,2021,Q3,2021-08-06,2021-07-07,0.7278877051066082
DD,Q3 2021,2021,Q3,2021-08-03,2021-07-04,0.7874928566813885
CNC,Q3 2021,2021,Q3,2021-07-27,2021-06-27,1.2289004175625289
DFS,Q3 2021,2021,Q3,2021-07-21,2021-06-21,0.6740789045339574
IQV,Q3 2021,2021,Q3,2021-07-27,2021-06-27,0.7423584089252572
WDC,Q3 2021,2021,Q3,2021-08-04,2021-07-05,1.3942400660101628
APH,Q3 2021,2021,Q3,2021-07-28,2021-06-28,0.5900394752015975
M,Q3 2021,2021,Q3,2021-08-19,2021-07-20,1.4549327591226833
BBY,Q3 2021,2021,Q3,2021-08-24,2021-07-25,0.9479424736230011
TROW,Q3 2021,2021,Q3,2021-07-29,2021-06-29,0.5886326227757708
NUAN,Q3 2021,2021,Q3,2021-08-06,2021-07-07,0.9035601644369254
MGM,Q3 2021,2021,Q3,2021-08-04,2021-07-05,1.0117634002297915
PPG,Q3 2021,2021,Q3,2021-07-19,2021-06-19,1.174101250380505
ROP,Q3 2021,2021,Q3,2021-07-23,2021-06-23,0.944220447932858
CERN,Q3 2021,2021,Q3,2021-07-30,2021-06-30,1.1038440075352505
HUBS,Q3 2021,2021,Q3,2021-08-04,2021-07-05,1.2414728395472459
YUM,Q3 2021,2021,Q3,2021-07-29,2021-06-29,0.9312876664251857
APPS,Q3 2021,2021,Q3,2021-08-09,2021-07-10,1.8372682159819294
LHX,Q3 2021,2021,Q3,2021-08-03,2021-07-04,0.8014141830643352
MDB,Q3 2021,2021,Q3,2021-09-02,2021-08-03,2.85273251787211
HAL,Q3 2021,2021,Q3,2021-07-20,2021-06-20,0.9639543239241655
CTAS,Q3 2021,2021,Q3,2021-07-15,2021-06-15,1.191412755730743
CFG,Q3 2021,2021,Q3,2021-07-20,2021-06-20,0.9103331833008844
QS,Q3 2021,2021,Q3,2021-07-27,2021-06-27,1.541692599851495
MXIM,Q3 2021,2021,Q3,2021-07-27,2021-06-27,0.9426813287923556
MPWR,Q3 2021,2021,Q3,2021-07-27,2021-06-27,0.9455603673106229
CZR,Q3 2021,2021,Q3,2021-08-03,2021-07-04,1.1817283767692346
FANG,Q3 2021,2021,Q3,2021-08-02,2021-07-03,0.9860283111470926
AFL,Q3 2021,2021,Q3,2021-07-28,2021-06-28,0.7316405410705925
XPO,Q3 2021,2021,Q3,2021-07-28,2021-06-28,3.636702420407233
ON,Q3 2021,2021,Q3,2021-08-02,2021-07-03,1.0705645415167917
PAYX,Q3 2021,2021,Q3,2021-09-30,2021-08-31,1.3974237394798963
CSGP,Q3 2021,2021,Q3,2021-07-27,2021-06-27,1.0126103843756196
TSCO,Q3 2021,2021,Q3,2021-07-19,2021-06-19,1.790174551847784
VFC,Q3 2021,2021,Q3,2021-07-30,2021-06-30,0.8458932721224057
MRO,Q3 2021,2021,Q3,2021-08-04,2021-07-05,1.0426170932078285
WM,Q3 2021,2021,Q3,2021-07-27,2021-06-27,1.0043923361731792
GIS,Q3 2021,2021,Q3,2021-09-22,2021-08-23,0.8608022504575689
TRV,Q3 2021,2021,Q3,2021-07-20,2021-06-20,0.769417275994452
ZBH,Q3 2021,2021,Q3,2021-08-03,2021-07-04,1.0234964122707508
ROST,Q3 2021,2021,Q3,2021-08-19,2021-07-20,0.805501052732947
FAST,Q3 2021,2021,Q3,2021-07-13,2021-06-13,0.922247305115795
TTWO,Q3 2021,2021,Q3,2021-08-02,2021-07-03,1.1333599151904208
SYY,Q3 2021,2021,Q3,2021-08-10,2021-07-11,1.121082060540149
AIG,Q3 2021,2021,Q3,2021-08-05,2021-07-06,0.7483194605625532
ALL,Q3 2021,2021,Q3,2021-08-04,2021-07-05,0.9471249268960092
LH,Q3 2021,2021,Q3,2021-07-29,2021-06-29,1.2651621846341508
TER,Q3 2021,2021,Q3,2021-07-27,2021-06-27,0.7482043328081878
ITW,Q3 2021,2021,Q3,2021-07-30,2021-06-30,1.0097601595974108
SWK,Q3 2021,2021,Q3,2021-07-27,2021-06-27,1.1413521358926635
ZEN,Q3 2021,2021,Q3,2021-07-29,2021-06-29,1.4602994909701856
SNPS,Q3 2021,2021,Q3,2021-08-18,2021-07-19,2.300046312641241
ROK,Q3 2021,2021,Q3,2021-07-27,2021-06-27,0.8674724706935026
GD,Q3 2021,2021,Q3,2021-07-28,2021-06-28,0.6560434861483039
DELL,Q3 2021,2021,Q3,2021-08-26,2021-07-27,1.4497683766420992
MARA,Q3 2021,2021,Q3,2021-08-13,2021-07-14,0.8523983080191322
IFF,Q3 2021,2021,Q3,2021-08-05,2021-07-06,0.8952442553804899
BKR,Q3 2021,2021,Q3,2021-07-21,2021-06-21,0.8197459573212638
FITB,Q3 2021,2021,Q3,2021-07-22,2021-06-22,0.706886543142335
DLTR,Q3 2021,2021,Q3,2021-08-26,2021-07-27,1.9227566666431342
TSLA,Q4 2021,2021,Q4,2021-10-20,2021-09-20,3.5380227394802373
AAPL,Q4 2021,2021,Q4,2021-10-28,2021-09-28,1.2180114122470809
AMZN,Q4 2021,2021,Q4,2021-10-28,2021-09-28,1.187595079223712
MSFT,Q4 2021,2021,Q4,2021-10-26,2021-09-26,0.9306947385272434
NVDA,Q4 2021,2021,Q4,2021-11-17,2021-10-18,1.1699068302279176
AMD,Q4 2021,2021,Q4,2021-10-26,2021-09-26,1.5093653022443057
GOOGL,Q4 2021,2021,Q4,2021-10-26,2021-09-26,1.035904977760298
MRNA,Q4 2021,2021,Q4,2021-11-04,2021-10-05,2.235491871302426
