gvkey,linkprim,liid,linktype,lpermno,lpermco,linkdt,linkenddt
004093,P,01,LC,27959.0,20608.0,1962-01-31,
011636,P,01,LC,27983.0,21945.0,1962-01-31,
001075,P,01,LU,27991.0,21409.0,1962-01-31,
001209,P,01,LC,28222.0,20030.0,1962-01-31,
007620,P,01,LC,28345.0,21236.0,1962-01-02,
001380,P,01,LC,28484.0,20064.0,1964-03-31,
001380,N,01C,LX,28484.0,20064.0,1998-05-29,2016-11-30
001380,J,01C,LX,28484.0,20064.0,2016-12-01,
001230,P,01,LU,28804.0,20035.0,1966-01-31,
001773,P,01,LU,29209.0,20217.0,1966-04-29,
002435,P,01,LU,29946.0,20340.0,1962-07-02,
004016,P,01,LC,30382.0,1354.0,1972-12-14,2007-07-06
004066,P,01,LU,30681.0,1367.0,1972-12-14,
004108,P,01,LU,30940.0,1425.0,1972-12-14,
004201,C,01,LU,31500.0,1451.0,1973-01-31,2021-02-28
004340,P,01,LU,32540.0,1523.0,1981-04-30,2015-05-29
004352,C,01,LU,32636.0,1539.0,1972-12-14,2012-08-31
005560,P,01,LU,32651.0,20897.0,1962-07-02,
005581,P,01,LU,32707.0,20902.0,1962-07-02,
005667,P,01,LC,32803.0,20922.0,1965-11-30,
005709,P,01,LU,32870.0,20932.0,1962-07-02,
005764,P,01,LC,32942.0,20945.0,1962-07-02,
004383,P,01,LU,32986.0,6748.0,1983-12-28,
004497,C,02,LU,33823.0,9028.0,1979-06-29,
007085,P,01,LU,34032.0,21161.0,1962-07-02,
004640,C,00X,LU,34746.0,1741.0,1980-01-01,1980-01-30
004640,P,01,LU,34746.0,1741.0,1980-01-31,
008030,P,01,LU,34817.0,21308.0,1966-04-29,
008068,P,01,LC,34833.0,21322.0,1962-07-02,
004674,P,01,LC,35044.0,1620.0,1972-12-14,
008304,P,01,LC,35051.0,21360.0,1962-07-02,2015-08-28
012796,C,00X,LC,35124.0,1629.0,1980-01-01,1980-01-30
012796,P,03,LC,35124.0,1629.0,1980-01-31,2021-06-30
004678,P,01,LC,35167.0,5259.0,1982-01-04,2016-08-15
004699,C,01,LC,35554.0,1689.0,1972-12-14,
009225,P,01,LU,36003.0,21530.0,1962-07-02,
004737,C,01,LU,36397.0,1856.0,1972-12-14,
009667,P,01,LC,36468.0,21609.0,1962-07-02,
004739,C,01,LC,36469.0,1869.0,1972-12-14,2008-12-31
010277,P,01,LC,37161.0,21700.0,1962-07-02,2016-06-30
004844,P,01,LC,37234.0,1807.0,1972-12-14,2014-12-16
004844,N,01C,LX,37234.0,1807.0,1998-09-30,2006-03-31
010466,C,00X,LC,37284.0,21732.0,1965-10-01,1966-01-30
010466,P,01,LC,37284.0,21732.0,1966-01-31,2018-09-28
004885,P,01,LU,37584.0,6407.0,1983-09-23,
011096,P,01,LC,37807.0,21856.0,1963-12-31,2017-05-31
004973,P,01,LU,38093.0,7094.0,1984-06-20,
011506,C,01,LU,38156.0,21923.0,1962-07-02,
011670,C,00X,LC,38295.0,21948.0,1962-07-02,1966-01-30
011670,P,01,LC,38295.0,21948.0,1966-01-31,
010540,P,01,LU,38578.0,21745.0,1962-09-27,2012-05-31
007824,P,01,LC,38658.0,21269.0,1962-11-19,2013-12-19
004040,P,01,LC,38682.0,20594.0,1962-12-07,2022-02-28
004040,N,01C,LX,38682.0,20594.0,2004-02-27,2022-02-28
008007,P,01,LC,38703.0,21305.0,1962-12-10,
007974,P,01,LU,38762.0,21244.0,1962-12-19,
010984,P,01,LC,39087.0,21833.0,1963-04-10,2013-06-30
010984,C,01,LC,39087.0,21833.0,2013-07-01,2013-07-10
001678,P,01,LC,39490.0,20204.0,1964-01-31,
007116,C,01,LU,39538.0,21168.0,1963-08-12,
002111,P,01,LU,39642.0,20284.0,1963-09-25,
011456,P,01,LC,39917.0,21914.0,1963-12-06,
010391,P,01,LU,40061.0,21719.0,1964-01-10,2007-11-30
003336,P,01,LC,40125.0,20493.0,1964-04-30,
006078,P,01,LC,40272.0,20991.0,1964-03-02,
001920,P,01,LU,40416.0,20240.0,1964-04-20,2020-01-31
011672,P,01,LU,40539.0,21949.0,1964-05-12,
003650,P,01,LU,41080.0,20543.0,1964-09-10,
008358,P,01,LU,41355.0,21367.0,1964-12-09,
001318,P,01,LU,41443.0,20057.0,1965-01-18,2007-11-30
005619,C,00X,LU,41807.0,2141.0,1981-01-01,1981-01-29
005619,P,01,LU,41807.0,2141.0,1981-01-30,2005-11-30
003416,P,01,LU,41929.0,20501.0,1965-05-05,2015-10-30
002290,P,01,LC,42024.0,20316.0,1965-06-02,2013-11-05
001239,P,01,LC,42083.0,8127.0,1965-06-11,2011-05-10
004145,P,01,LU,42200.0,20616.0,1965-07-06,
006268,P,01,LC,42534.0,21019.0,1965-10-11,2016-09-02
009777,P,01,LC,42585.0,21629.0,1965-10-20,
005783,P,01,LU,42877.0,6606.0,1983-11-22,
005786,P,01,LU,42906.0,2093.0,1972-12-14,
010405,P,01,LU,43123.0,21722.0,1966-05-02,
010016,P,01,LC,43350.0,21664.0,1966-06-15,
007154,P,01,LU,43449.0,21177.0,1966-07-05,
011060,P,01,LC,43553.0,21849.0,1966-07-25,
006830,C,01,LC,43721.0,21123.0,1966-08-22,2011-09-16
005902,C,00X,LU,43757.0,6560.0,1984-07-01,1984-07-30
005902,P,01,LU,43757.0,6560.0,1984-07-31,2020-10-30
007970,P,01,LC,44206.0,21299.0,1967-02-20,
010407,P,01,LU,44329.0,21723.0,1967-04-24,
006003,P,01,LU,44506.0,6867.0,1984-02-17,2019-03-31
001913,P,01,LU,44601.0,20238.0,1967-06-20,
001891,P,01,LC,44644.0,20235.0,1967-06-26,
010190,P,01,LC,44951.0,21692.0,1967-09-13,2018-10-31
004843,P,01,LC,45241.0,20753.0,1967-10-24,2014-06-30
006097,P,01,LC,45277.0,5132.0,1981-10-22,2015-04-06
006100,P,01,LU,45306.0,5184.0,1981-11-12,
009258,P,01,LC,45495.0,21532.0,1967-12-29,2019-04-30
009483,P,01,LU,45671.0,21580.0,1968-01-30,2006-02-28
007065,P,01,LU,45751.0,21158.0,1968-02-16,
009772,P,01,LC,45794.0,21627.0,1968-02-26,2010-08-27
001327,P,01,LU,45911.0,20058.0,1968-03-13,
006207,P,01,LC,46149.0,2456.0,1977-12-14,2006-12-29
003121,P,01,LU,46578.0,20463.0,1968-08-01,
005125,P,01,LU,46674.0,20807.0,1968-08-20,
002044,P,01,LC,46877.0,20268.0,1968-09-30,2017-12-28
006304,P,01,LU,46886.0,2551.0,1980-10-08,
009155,P,01,LU,46922.0,21515.0,1968-10-07,2024-08-31
003054,P,01,LC,47175.0,20453.0,1968-11-18,2008-11-07
006379,J,02,LC,47387.0,2519.0,1984-08-02,
002968,P,01,LC,47896.0,20436.0,1969-03-05,
004988,P,01,LC,47941.0,20782.0,1969-03-10,
006497,C,01,LU,48072.0,2573.0,1972-12-14,
006529,P,01,LC,48267.0,5995.0,1983-05-13,2014-05-06
010757,P,01,LC,48389.0,21786.0,1969-05-21,2014-08-15
006241,P,01,LC,48485.0,21015.0,1969-06-09,2006-03-31
006241,C,99X,LC,48485.0,21015.0,2006-04-01,2006-04-28
006565,P,01,LC,48486.0,7013.0,1984-05-04,
004094,P,01,LC,48506.0,20610.0,1969-06-12,2000-10-02
139665,P,01,LC,48506.0,20610.0,2000-10-03,
005776,P,01,LC,48653.0,20950.0,1969-07-02,1993-03-07
027914,P,01,LC,48653.0,20950.0,1993-03-08,
010867,P,01,LU,48725.0,21810.0,1969-07-16,
006475,P,01,LC,48960.0,21061.0,1969-08-14,2006-06-30
006742,C,00X,LC,49015.0,21105.0,1972-01-01,1972-01-30
006742,P,01,LC,49015.0,21105.0,1972-01-31,
003813,P,01,LU,49154.0,20561.0,1969-09-08,
002269,P,01,LU,49373.0,20309.0,1969-10-13,
003964,P,01,LU,49429.0,20584.0,1969-10-27,
002019,P,01,LC,49656.0,20265.0,1969-12-04,
003735,C,00X,LC,49680.0,20557.0,1970-01-01,1970-01-29
003735,P,01,LC,49680.0,20557.0,1970-01-30,
006768,P,01,LC,49905.0,2678.0,1981-06-09,2017-07-11
006788,C,01,LU,50017.0,2706.0,1980-06-19,
001240,P,01,LU,50032.0,20038.0,1970-02-10,2006-06-30
002490,P,01,LU,50227.0,20350.0,1970-03-03,2010-02-26
010813,P,01,LC,50278.0,21749.0,1970-03-16,2014-10-16
010565,P,01,LC,50606.0,21752.0,1970-05-19,2017-07-31
010565,P,02,LC,50606.0,21752.0,2017-08-01,
006730,P,01,LU,50876.0,21102.0,1970-07-09,
001013,P,01,LU,50906.0,2902.0,1979-03-16,2010-12-31
004601,P,01,LC,51043.0,20695.0,1970-08-31,2010-07-07
006994,P,01,LU,51263.0,2767.0,1972-12-14,
010453,P,01,LC,51369.0,21731.0,1970-10-19,
007772,P,01,LC,51377.0,21261.0,1970-10-20,2011-09-30
008210,P,01,LC,51457.0,21346.0,1970-11-05,2012-11-13
006310,P,01,LC,51596.0,21029.0,1970-11-24,2007-05-30
005918,P,01,LU,51633.0,20976.0,1970-12-08,2019-02-28
007067,P,01,LC,51706.0,3042.0,1972-12-14,2011-07-05
010247,P,01,LU,52038.0,21698.0,1971-02-26,
007146,P,01,LC,52090.0,2801.0,1972-12-14,
002312,C,01,LU,52230.0,469.0,1971-04-15,
006216,P,01,LU,52329.0,21011.0,1971-04-27,
007750,P,01,LC,52337.0,21258.0,1971-04-28,
004423,P,01,LU,52476.0,20659.0,1971-05-11,
005256,P,01,LU,52695.0,20841.0,1971-06-23,
006669,P,01,LC,52708.0,21095.0,1971-06-23,
005639,P,01,LC,52716.0,20913.0,1971-06-28,2021-12-31
007251,P,01,LC,52813.0,6791.0,1984-01-18,2017-03-30
007253,C,00X,LC,52840.0,3029.0,1978-01-01,1978-01-30
007253,P,01,LC,52840.0,3029.0,1978-01-31,2007-03-30
008542,P,01,LC,52898.0,21397.0,1971-07-26,
007267,P,01,LC,52919.0,21190.0,1971-07-27,2008-12-31
005518,P,01,LU,52978.0,20887.0,1971-08-11,
006136,P,01,LU,53065.0,20997.0,1971-08-23,
007316,P,01,LC,53381.0,6959.0,1984-05-18,2006-10-31
005216,C,00X,LC,53479.0,20831.0,1974-01-01,1975-02-27
005216,C,01,LC,53479.0,20831.0,1975-02-28,2006-09-29
007331,P,01,LC,53480.0,2829.0,1981-02-13,2014-09-08
007343,P,01,LU,53613.0,7065.0,1984-06-01,
007346,P,01,LC,53640.0,3047.0,1981-03-27,2018-05-29
002845,P,01,LU,53831.0,20413.0,1971-12-28,2009-08-31
004560,P,01,LC,53866.0,20690.0,1972-01-04,2015-07-06
008823,P,01,LU,54148.0,21349.0,1972-02-07,
007409,P,01,LU,54181.0,2925.0,1972-12-14,2010-07-30
004230,P,01,LC,54391.0,20634.0,1972-03-22,2007-09-28
007504,P,01,LU,54798.0,5545.0,1982-06-11,2008-01-31
010735,P,01,LU,55001.0,21783.0,1972-06-28,
009556,P,01,LU,55212.0,21548.0,1972-08-02,1998-10-06
005087,P,01,LU,55212.0,21548.0,1998-10-07,
008807,P,01,LU,55511.0,21457.0,1972-09-08,
011259,P,01,LU,55976.0,21880.0,1972-11-20,
011257,P,01,LC,56063.0,21879.0,1972-12-07,2011-06-30
006821,P,01,LU,56223.0,21121.0,1972-12-29,
007711,P,01,LC,56232.0,3157.0,1973-05-01,2008-12-31
003362,C,01,LC,56274.0,20495.0,1972-12-14,
005878,P,01,LU,56573.0,20968.0,1973-03-13,
004802,P,01,LU,56784.0,20740.0,1972-12-14,2007-11-30
007798,P,01,LC,56937.0,5651.0,1982-10-15,2010-10-04
008387,P,01,LC,57509.0,21368.0,1972-12-14,2016-01-13
001988,P,01,LU,57568.0,20257.0,1972-12-14,
007906,P,01,LU,57665.0,3194.0,1980-12-02,
007922,P,01,LU,57817.0,3217.0,1972-12-14,
001449,P,01,LU,57904.0,92.0,1973-08-23,
007936,C,00X,LC,57913.0,3133.0,1974-01-01,1978-07-30
007936,C,01,LC,57913.0,3133.0,1978-07-31,2012-10-31
210032,P,01,LC,57913.0,3133.0,2012-11-09,2018-02-13
033114,P,01,LC,57913.0,3133.0,2018-02-14,
015202,P,01,LU,58094.0,5627.0,1982-09-02,2006-11-30
007982,P,01,LU,58246.0,3275.0,1972-12-14,
007991,C,01,LC,58318.0,3302.0,1973-11-07,1982-07-08
007991,C,01,LC,58318.0,3302.0,1982-11-01,
010097,P,02,LU,58464.0,4254.0,1972-12-14,2005-08-31
009882,P,01,LU,58683.0,4181.0,1972-12-14,
009016,P,01,LU,58771.0,3840.0,1973-10-16,
011554,P,01,LC,58819.0,4980.0,1972-12-14,
008079,P,01,LU,58975.0,3326.0,1975-11-03,
004062,P,01,LU,58990.0,1366.0,1972-12-14,2007-12-31
004990,P,01,LU,59010.0,1892.0,1976-05-20,
001447,C,01,LU,59176.0,90.0,1972-12-14,
001663,P,01,LC,59184.0,29.0,1972-12-14,2008-11-17
003024,C,00X,LC,59192.0,900.0,1974-01-01,1974-01-30
003024,P,01,LC,59192.0,900.0,1974-01-31,2016-01-14
003505,P,01,LC,59248.0,33.0,1975-06-12,
003505,N,01C,LX,59248.0,33.0,2005-02-28,
006008,P,01,LU,59328.0,2367.0,1972-12-14,
007238,P,01,LC,59379.0,2968.0,1972-12-14,2007-06-29
014828,C,00X,LU,59396.0,3363.0,1980-01-01,1980-01-30
014828,P,01,LU,59396.0,3363.0,1980-01-31,
007647,P,01,LC,59408.0,3151.0,1972-12-14,
009351,P,01,LC,59440.0,3962.0,1972-12-14,2008-09-22
009380,P,01,LC,59459.0,4293.0,1972-12-14,2004-04-01
062689,P,05,LC,59459.0,4293.0,2004-04-02,
011649,P,01,LC,59483.0,5037.0,1972-12-14,2023-08-15
007228,P,01,LC,60097.0,2850.0,1972-12-14,
009778,P,01,LU,60206.0,4162.0,1972-12-14,
008796,P,01,LC,60442.0,3685.0,1972-12-14,1983-01-18
008245,P,01,LC,60442.0,3685.0,1983-01-19,
008253,P,01,LU,60506.0,3487.0,1972-12-14,
002884,P,01,LC,60599.0,20421.0,1972-12-14,
004598,P,01,LU,60628.0,1685.0,1978-04-12,
008655,C,00X,LU,60695.0,3625.0,1974-01-01,1974-01-30
008655,P,01,LU,60695.0,3625.0,1974-01-31,2007-11-30
001632,P,01,LC,60871.0,282.0,1972-12-14,
006649,P,01,LU,60943.0,2636.0,1972-12-14,
007875,P,01,LC,60986.0,3178.0,1972-12-14,
010639,P,01,LC,61065.0,4522.0,1978-04-10,2005-07-29
008333,P,01,LU,61138.0,6646.0,1984-01-31,
001161,P,01,LU,61241.0,211.0,1972-12-14,
006829,P,01,LU,61399.0,2709.0,1972-12-14,
002220,P,01,LC,61516.0,655.0,1982-01-29,
005608,P,01,LU,61567.0,2130.0,1972-12-14,
008402,P,01,LU,61621.0,6333.0,1983-08-26,
003221,P,01,LC,61735.0,20203.0,1980-06-02,
007912,P,01,LC,61815.0,3219.0,1972-12-14,2020-10-30
008463,P,01,LC,62034.0,3622.0,1972-12-14,2012-09-28
010530,P,01,LC,62092.0,4557.0,1972-12-14,
002574,P,01,LC,62148.0,20370.0,1980-11-13,
010614,P,01,LC,62308.0,21764.0,1972-12-14,
008512,P,01,LU,62341.0,3526.0,1978-01-31,2023-08-31
009302,P,01,LU,62383.0,3954.0,1972-12-14,2015-10-01
011376,P,01,LU,62498.0,4998.0,1972-12-14,
002270,P,01,LC,62519.0,559.0,1980-02-28,2009-12-22
004371,P,01,LC,62834.0,20651.0,1981-05-27,2006-06-30
011366,P,01,LC,63060.0,4961.0,1976-06-09,2008-09-29
015417,C,00X,LU,63467.0,3624.0,1984-01-01,1984-01-30
015417,P,01,LU,63467.0,3624.0,1984-01-31,
008133,P,01,LC,63714.0,3379.0,1981-07-16,2015-08-17
009904,C,00X,LU,63765.0,4338.0,1973-01-01,1973-01-30
009904,P,01,LU,63765.0,4338.0,1973-01-31,
010877,P,01,LC,63781.0,4691.0,1979-04-06,2020-05-22
008717,P,01,LC,63830.0,3499.0,1973-01-31,2016-01-29
011509,P,01,LC,64135.0,4919.0,1981-02-26,2013-10-17
002547,P,01,LC,64186.0,20357.0,1982-04-20,
006733,C,01,LC,64282.0,2664.0,1973-02-09,
007923,P,01,LC,64311.0,21294.0,1982-06-25,
013341,C,00X,LU,64390.0,3682.0,1979-01-01,1979-01-30
013341,P,01,LU,64390.0,3682.0,1979-01-31,
008789,C,01,LC,64486.0,3684.0,1972-12-14,2015-02-02
003555,P,01,LC,64565.0,796.0,1979-03-12,2008-06-30
002710,P,01,LC,64899.0,1015.0,1973-02-28,1993-08-31
002710,J,01,LC,64899.0,1015.0,1993-09-01,2022-11-30
004029,P,01,LC,64936.0,20592.0,1983-06-02,
006418,C,01,LC,64995.0,2535.0,1972-02-23,1994-03-01
009783,C,01,LC,64995.0,2535.0,1994-03-02,
008872,P,01,LU,65083.0,3744.0,1981-04-29,2005-11-30
005750,C,01,LC,65285.0,20942.0,1983-09-16,1983-12-29
005750,P,02,LC,65285.0,20942.0,1983-12-30,
005750,N,01,LD,65285.0,20942.0,1983-12-30,1992-09-13
005980,P,01,LC,65293.0,20979.0,1983-07-26,2010-04-15
005980,N,01C,LX,65293.0,20979.0,1998-04-30,2010-04-15
008902,P,01,LU,65307.0,3911.0,1972-12-14,
006653,P,01,LU,65330.0,21092.0,1983-08-01,2020-07-31
009771,N,02,LC,65402.0,21625.0,1983-09-30,1988-12-31
009771,P,02,LC,65402.0,21625.0,1989-01-01,
003504,P,01,LC,65541.0,5780.0,1983-01-21,
010726,P,01,LC,65787.0,21782.0,1983-10-12,2007-12-20
002136,P,01,LC,65875.0,20288.0,1983-11-30,
002146,P,01,LC,65883.0,20290.0,1984-02-16,2006-12-29
009899,P,01,LC,66093.0,21645.0,1984-02-16,
010426,P,01,LC,66114.0,21726.0,1984-01-27,2012-02-29
002337,P,01,LC,66130.0,20325.0,1984-05-18,2009-04-15
002337,N,01C,LX,66130.0,20325.0,2007-10-31,2009-04-15
004682,P,01,LC,66157.0,1645.0,1972-12-14,2001-02-26
004723,P,01,LC,66157.0,1645.0,2001-02-27,
005680,P,01,LC,66181.0,5085.0,1981-09-22,
006865,P,01,LU,66245.0,21130.0,1982-11-01,2024-04-30
010121,P,02,LC,66325.0,6412.0,1983-09-23,1983-09-30
010121,J,02,LC,66325.0,6412.0,1983-10-01,1983-10-30
010121,P,01,LC,66325.0,6412.0,1983-10-31,1992-06-30
010121,J,01,LC,66325.0,6412.0,1992-07-01,1992-07-23
010121,P,04,LC,66325.0,6412.0,1992-07-24,2014-04-30
020430,P,01,LC,66325.0,6412.0,2014-05-30,
011313,N,02,LU,66376.0,21893.0,1984-06-18,1993-08-31
011313,P,02,LU,66376.0,21893.0,1993-09-01,
011399,C,00X,LC,66384.0,4879.0,1977-07-01,1978-11-29
011399,P,01,LC,66384.0,4879.0,1978-11-30,
005774,P,01,LC,66587.0,2232.0,1972-12-14,2006-03-31
001487,P,01,LC,66800.0,137.0,1972-12-14,
012123,P,01,LU,67467.0,20505.0,1985-06-20,
009273,P,01,LC,67847.0,3914.0,1982-01-29,
009273,N,01C,LX,67847.0,3914.0,1999-04-30,
013166,C,00X,LC,67862.0,20528.0,1986-01-01,1986-01-30
013166,P,01,LC,67862.0,20528.0,1986-01-31,2008-07-14
010187,P,01,LC,68144.0,21691.0,1985-07-01,2019-12-31
011818,P,01,LC,68304.0,20282.0,1985-10-29,2008-05-30
009340,P,01,LC,68340.0,6463.0,1983-10-07,2010-09-27
009372,P,01,LC,68591.0,4278.0,1977-02-09,2017-01-31
012485,P,01,LC,68857.0,20373.0,1986-01-17,2016-06-21
012124,P,01,LC,69032.0,21224.0,1986-03-21,
007637,P,01,LC,69550.0,3104.0,1973-02-23,2020-11-16
008898,P,01,LU,69649.0,6137.0,1983-07-01,
002710,J,02,LC,69796.0,1015.0,1986-07-14,1993-08-31
002710,P,02,LC,69796.0,1015.0,1993-09-01,
012389,P,01,LU,70033.0,20881.0,1986-07-08,
012689,P,01,LU,70092.0,21037.0,1986-08-01,
012395,P,01,LU,70228.0,8372.0,1986-07-08,
012950,P,01,LU,70308.0,20033.0,1986-12-19,2016-05-20
011923,P,01,LU,70332.0,20194.0,1986-10-02,2019-08-30
012756,P,01,LC,70500.0,20469.0,1986-11-21,2016-05-30
003243,P,01,LC,70519.0,20483.0,1986-10-29,
009699,P,01,LC,70536.0,4108.0,1975-08-08,2015-11-17
004213,P,01,LU,70578.0,1467.0,1972-12-14,
009774,C,01,LC,70923.0,4062.0,1972-12-14,2013-09-26
012726,P,01,LU,71175.0,21798.0,1986-12-31,
001274,P,01,LC,71271.0,20043.0,1987-01-30,2022-10-31
011856,C,00X,LC,71563.0,4163.0,1982-01-01,1982-01-28
011856,P,01,LC,71563.0,4163.0,1982-01-29,
013114,P,01,LU,71909.0,20701.0,1987-02-25,2006-11-30
010002,P,02,LC,72696.0,21659.0,1987-01-30,2018-02-28
010035,C,01,LU,72726.0,4260.0,1972-12-14,
010115,P,01,LU,73139.0,4298.0,1979-05-02,
010232,P,01,LU,73940.0,4148.0,1979-06-04,2007-01-31
001976,P,01,LC,75034.0,20253.0,1987-04-24,2017-07-04
032106,P,01,LC,75034.0,20253.0,2017-07-05,
013646,P,01,LU,75100.0,21753.0,1987-05-05,2021-01-07
013619,P,01,LU,75107.0,20018.0,1987-07-29,2022-12-30
013561,P,01,LU,75175.0,21128.0,1987-07-01,
014311,P,01,LU,75182.0,21425.0,1987-09-16,
013988,P,01,LC,75186.0,21578.0,1987-09-22,
012895,P,02,LU,75222.0,8840.0,1986-12-17,2016-08-31
012788,P,01,LU,75224.0,8741.0,1986-11-14,2017-03-31
005969,P,01,LC,75228.0,7712.0,1985-08-27,1987-12-10
014446,P,01,LC,75228.0,7712.0,1987-12-11,2006-01-25
014359,P,02,LU,75241.0,21366.0,1987-12-22,
014359,N,02C,LX,75241.0,21366.0,1998-04-30,
010420,P,01,LC,75257.0,4467.0,1980-07-15,2013-12-31
014370,P,01,LC,75285.0,20312.0,1991-05-03,
014384,P,01,LU,75308.0,21339.0,1988-04-13,2007-01-31
014412,P,01,LU,75316.0,21635.0,1988-05-13,2019-10-31
014793,P,01,LC,75326.0,20221.0,1988-08-11,2016-01-08
015084,P,01,LC,75333.0,20351.0,1988-07-08,2006-04-28
015084,J,01C,LX,75333.0,20351.0,2003-09-30,2006-04-28
014790,P,01,LU,75342.0,20642.0,1988-07-21,
015106,C,01,LC,75383.0,21965.0,1988-11-04,2011-06-30
015110,P,01,LU,75444.0,22011.0,1989-01-19,2007-12-31
013570,P,01,LU,75470.0,9375.0,1987-08-31,
015521,P,01,LC,75489.0,10171.0,1989-04-28,2017-09-12
012540,P,01,LC,75510.0,8476.0,1986-08-13,
014624,P,01,LC,75573.0,9798.0,1988-06-01,
014324,P,01,LC,75577.0,9735.0,1988-03-31,2015-12-24
015267,P,01,LU,75591.0,22075.0,1989-06-02,
016401,P,01,LU,75603.0,10210.0,1989-06-09,
015855,P,01,LC,75607.0,10224.0,1989-06-23,
015708,P,01,LC,75646.0,22092.0,1989-07-27,2015-03-31
016188,P,01,LU,75654.0,10256.0,1989-07-20,
015240,P,02,LC,75672.0,10070.0,1989-01-06,1999-03-23
015240,P,02,LC,75672.0,10070.0,2007-04-12,
015414,P,01,LC,75694.0,10107.0,1989-02-09,
015208,P,01,LC,75789.0,22096.0,1989-08-10,2010-07-07
016478,P,01,LU,75825.0,22113.0,1989-10-04,
016721,P,01,LU,75828.0,10303.0,1989-09-20,
016597,P,01,LU,75854.0,10359.0,1989-11-09,
017197,P,01,LC,75858.0,10372.0,1989-11-15,2010-09-30
018705,P,01,LC,75888.0,22139.0,1989-12-08,2006-08-31
020021,P,01,LU,75900.0,10436.0,1989-12-21,2007-01-31
018699,P,01,LU,75912.0,10408.0,1989-12-08,
020779,P,01,LC,76076.0,10486.0,1990-02-16,
010549,P,01,LU,76081.0,6765.0,1984-01-10,
020548,P,01,LU,76082.0,26024.0,1990-02-08,
020423,P,01,LC,76090.0,26032.0,1990-02-26,2008-01-31
009867,P,01,LC,76091.0,26033.0,1990-02-08,2012-03-26
020904,P,01,LC,76095.0,10504.0,1990-03-01,
010550,C,01,LU,76100.0,4587.0,1981-05-14,2015-10-30
012544,P,01,LU,76123.0,26048.0,1990-03-23,
010553,P,01,LC,76129.0,6934.0,1984-03-21,2010-04-09
021487,P,01,LC,76138.0,10567.0,1990-04-24,2017-04-28
016650,P,01,LC,76148.0,26058.0,1990-04-12,2015-07-22
009359,C,01,LC,76149.0,22765.0,1990-04-26,2015-01-29
022260,P,02,LC,76171.0,10604.0,1990-05-17,2006-11-30
010789,P,01,LC,76185.0,26080.0,1990-05-22,
022325,P,01,LU,76201.0,10634.0,1990-06-12,2022-02-28
022532,P,01,LU,76214.0,10657.0,1990-06-29,2007-05-31
013714,J,03,LC,76226.0,21866.0,1990-06-14,1994-09-30
013714,P,03,LC,76226.0,21866.0,1994-10-01,
022815,P,01,LU,76230.0,10691.0,1990-07-20,
022794,P,01,LC,76240.0,26090.0,1990-07-20,2010-04-28
022974,P,01,LC,76272.0,38042.0,1990-08-03,2006-01-31
009063,C,01,LU,76282.0,10594.0,1990-05-11,
009063,N,01C,LX,76282.0,10594.0,2000-07-31,2000-07-31
021186,P,01,LC,76391.0,10535.0,1990-03-28,2012-12-31
022817,P,01,LU,76461.0,10684.0,1990-07-19,
023220,P,01,LC,76477.0,26112.0,1990-10-24,2018-06-07
006836,P,01,LC,76489.0,10783.0,1990-11-06,2013-07-01
023592,P,01,LC,76557.0,28976.0,1991-01-22,2005-12-30
012338,P,01,LC,76565.0,10828.0,1991-02-06,2014-01-24
023767,P,01,LC,76584.0,10860.0,1991-03-19,2016-04-04
007526,P,01,LU,76591.0,10827.0,1991-02-01,
023774,P,01,LC,76598.0,29001.0,1991-03-19,2006-10-31
023809,P,01,LU,76605.0,29009.0,1991-04-02,
023812,P,01,LU,76614.0,10876.0,1991-04-02,
023877,P,01,LC,76619.0,10891.0,1991-04-17,
023943,P,01,LC,76624.0,10901.0,1991-04-24,2016-01-29
023945,P,01,LC,76625.0,10902.0,1991-04-25,2011-10-31
010631,P,01,LU,76639.0,6278.0,1983-08-10,2019-09-30
023978,C,01,LU,76644.0,29028.0,1991-05-07,
024008,P,01,LU,76656.0,10925.0,1991-05-08,2007-06-29
024040,P,01,LU,76661.0,10937.0,1991-05-17,
021828,P,01,LC,76671.0,28876.0,1991-05-17,2015-08-21
024110,P,01,LU,76693.0,10965.0,1991-06-06,2007-01-31
024113,P,01,LC,76695.0,10968.0,1991-06-07,2017-07-17
024166,P,01,LC,76697.0,10972.0,1991-06-11,1994-01-30
029710,P,01,LC,76697.0,10972.0,1994-01-31,2016-03-23
024186,P,01,LC,76702.0,10980.0,1991-06-18,2007-06-13
024191,P,01,LC,76706.0,10990.0,1991-06-20,2009-09-01
003905,C,01,LU,76708.0,10992.0,1991-06-21,
024197,P,01,LU,76709.0,10989.0,1991-06-21,
024216,P,01,LC,76712.0,10996.0,1991-06-26,
024302,P,01,LC,76736.0,11023.0,1991-07-16,
024344,P,01,LU,76744.0,11042.0,1991-07-24,
024287,P,01,LC,76757.0,29052.0,1991-07-11,2010-11-08
003949,C,02,LC,76769.0,25593.0,1991-07-26,2007-01-11
003949,N,02C,LX,76769.0,25593.0,1998-04-30,2006-05-31
024396,P,01,LC,76788.0,11083.0,1991-08-13,2022-06-30
024409,P,01,LC,76792.0,11088.0,1991-08-14,2010-07-29
024405,P,01,LU,76795.0,11092.0,1991-08-15,
024415,P,01,LC,76796.0,11096.0,1991-08-22,2008-10-28
024379,P,01,LU,76804.0,29067.0,1991-08-07,
024463,P,01,LU,76839.0,11111.0,1991-09-16,
