gvkey,linkprim,liid,linktype,lpermno,lpermco,linkdt,linkenddt
124361,P,01,LU,87254.0,17156.0,1999-09-29,2005-12-30
124434,P,01,LC,87267.0,36336.0,1999-10-01,
014007,P,01,LC,87281.0,21266.0,1999-10-07,2005-10-06
125533,P,01,LC,87292.0,36357.0,1999-11-05,2010-11-16
125595,P,01,LC,87299.0,17300.0,1999-10-29,
124678,P,01,LC,87327.0,17191.0,1999-10-08,2009-03-16
125604,P,01,LC,87337.0,17303.0,1999-10-29,
125240,P,01,LC,87356.0,17205.0,1999-10-19,
124442,P,01,LC,87357.0,17177.0,1999-10-05,2008-07-29
126615,P,01,LC,87377.0,17405.0,1999-11-19,2012-02-29
126136,P,01,LC,87378.0,17322.0,1999-11-09,2009-04-06
126417,P,01,LC,87390.0,17342.0,1999-11-12,2019-09-30
126554,P,01,LC,87432.0,36364.0,1999-11-18,
126721,P,01,LU,87445.0,36380.0,1999-11-30,
010920,P,01,LC,87447.0,36383.0,1999-11-10,
127439,P,01,LC,87492.0,17517.0,1999-12-14,
031629,J,03,LC,87533.0,20454.0,2000-01-05,
128978,P,01,LC,87541.0,23511.0,2000-01-28,
132361,P,01,LC,87587.0,18327.0,2000-02-29,2007-08-10
118304,P,01,LC,87598.0,17935.0,2000-02-04,2002-10-28
118304,P,01,LC,87598.0,17935.0,2003-02-18,2007-11-16
130762,P,01,LC,87612.0,18314.0,2000-02-25,2017-02-28
130766,P,01,LC,87623.0,18305.0,2000-02-23,2006-06-30
128663,C,00X,LC,87632.0,17905.0,2000-02-01,2000-02-28
128663,P,01,LC,87632.0,17905.0,2000-02-29,2016-09-30
130305,P,01,LC,87633.0,17986.0,2000-02-15,2011-07-29
133366,P,01,LC,87657.0,36952.0,2000-04-03,
133367,P,01,LC,87659.0,36954.0,2000-04-04,
133170,P,01,LC,87660.0,36955.0,2000-03-21,2008-04-21
004494,P,01,LU,87717.0,7232.0,1984-09-26,
133328,P,01,LC,87777.0,18700.0,2000-03-28,2005-10-13
133328,P,01,LC,87777.0,18700.0,2007-10-10,2012-06-29
133246,P,01,LC,87785.0,18456.0,2000-03-24,2014-09-30
132502,P,01,LC,87800.0,18342.0,2000-03-02,2010-07-02
133288,P,01,LC,87812.0,18455.0,2000-03-24,
132525,P,01,LC,87825.0,18348.0,2000-03-03,
133432,P,01,LC,87827.0,18696.0,2000-03-28,2013-06-28
133768,P,01,LC,87842.0,37138.0,2000-04-05,
011831,P,01,LC,88031.0,7902.0,1985-12-06,1990-11-07
024316,P,01,LC,88031.0,7902.0,1990-11-08,
133885,P,01,LC,88159.0,37154.0,2000-04-11,
134932,P,01,LC,88182.0,37176.0,2000-04-28,
133547,P,01,LC,88207.0,37389.0,2000-03-31,2014-12-09
135965,P,01,LC,88264.0,37528.0,2000-05-25,
137131,P,01,LC,88281.0,37660.0,2000-06-23,
023714,C,01,LC,88284.0,37664.0,2000-06-09,
137232,P,01,LC,88313.0,37678.0,2000-06-26,2017-05-26
136648,P,01,LC,88319.0,37682.0,2000-06-29,2009-03-05
136648,P,02,LC,88319.0,37682.0,2011-01-10,
136804,P,01,LC,88331.0,37706.0,2000-06-21,2016-11-30
136884,P,01,LC,88335.0,37710.0,2000-06-16,2015-06-30
136265,P,01,LC,88343.0,37718.0,2000-06-06,2023-11-30
136725,P,01,LC,88352.0,37727.0,2000-06-13,
137310,P,01,LC,88360.0,37731.0,2000-06-27,
031227,P,01,LC,88379.0,37746.0,2000-06-16,2001-05-24
031227,P,01,LC,88379.0,37746.0,2004-05-11,
136267,P,01,LC,88383.0,37749.0,2000-06-07,2006-06-30
138122,P,01,LC,88421.0,37917.0,2000-07-28,2022-03-31
064397,P,01,LC,88424.0,37920.0,2000-07-01,2009-12-11
135865,P,01,LC,88430.0,37925.0,2000-07-28,2007-01-31
063645,P,01,LC,88436.0,37931.0,2000-07-18,2024-05-02
063645,N,01C,LX,88436.0,37931.0,2014-03-31,2017-03-31
137573,P,01,LC,88439.0,37932.0,2000-07-11,
138205,P,01,LC,88446.0,37938.0,2000-07-28,
138126,P,01,LC,88451.0,37943.0,2000-07-28,2018-12-31
137704,P,01,LC,88458.0,37949.0,2000-07-14,2016-01-29
137642,P,01,LC,88462.0,37952.0,2000-07-14,
137722,P,01,LC,88471.0,37961.0,2000-07-18,2007-02-21
137722,P,01,LC,88471.0,37961.0,2014-05-09,2017-02-21
032078,C,01,LC,88471.0,37961.0,2017-06-30,2017-06-30
032078,P,01,LC,88471.0,37961.0,2017-07-01,
134164,P,01,LC,88478.0,37967.0,2000-07-28,2007-05-25
138741,P,01,LC,88499.0,38401.0,2000-08-11,2011-06-17
112754,P,01,LC,88516.0,38417.0,2000-08-15,2016-01-29
009551,C,01,LC,88518.0,38418.0,2000-08-15,2002-08-25
009551,P,02,LC,88518.0,38418.0,2013-06-12,
138608,P,01,LC,88545.0,38442.0,2000-08-08,2020-01-31
139662,P,01,LC,88587.0,39130.0,2000-10-02,2007-10-25
004094,P,01,LC,88590.0,39133.0,2000-10-03,2019-02-28
134384,P,01,LC,88646.0,39175.0,2000-09-29,
140541,P,01,LC,88661.0,40143.0,2000-10-05,
011811,P,01,LU,88664.0,7864.0,1985-11-20,
140760,P,01,LC,88668.0,40148.0,2000-10-18,2018-06-29
140569,P,01,LC,88748.0,40218.0,2000-10-11,2008-08-18
140904,P,01,LC,88799.0,40989.0,2000-11-02,2011-08-23
062977,P,02,LC,88811.0,40999.0,2000-11-20,2015-03-31
062977,N,02C,LX,88811.0,40999.0,2000-11-20,2015-03-31
141321,P,01,LC,88821.0,41008.0,2000-12-12,2006-05-18
001177,P,01,LC,88845.0,41072.0,2000-12-14,2018-11-30
004818,P,01,LC,88853.0,41080.0,2000-12-22,
141384,P,01,LC,88860.0,41154.0,2001-01-26,
141277,P,01,LC,88863.0,41157.0,2001-01-31,
011914,P,01,LU,88867.0,7936.0,1985-12-19,2011-08-31
141913,P,01,LC,88873.0,41168.0,2001-02-01,
142260,P,01,LC,88897.0,41259.0,2001-02-09,
141983,P,01,LC,88910.0,41272.0,2001-02-08,2008-11-14
141957,P,01,LC,88948.0,41390.0,2001-03-09,2007-09-20
141460,P,01,LC,88949.0,41391.0,2001-03-07,2023-12-29
143640,P,01,LC,88989.0,41578.0,2001-05-15,2014-11-28
142460,P,01,LC,88991.0,41580.0,2001-05-23,2016-04-13
140977,P,01,LC,88992.0,41582.0,2001-05-01,2010-12-05
140033,P,05,LC,88992.0,41582.0,2010-12-06,2012-12-31
143974,P,01,LC,89002.0,41671.0,2001-06-08,
144119,P,01,LC,89003.0,41673.0,2001-07-09,2006-01-31
165993,P,01,LC,89003.0,41673.0,2006-02-01,
142811,P,01,LC,89004.0,41678.0,2001-06-14,2017-01-31
142953,P,01,LC,89006.0,41680.0,2001-06-13,
144066,P,01,LC,89014.0,41688.0,2001-07-02,2018-11-30
143912,P,01,LC,89031.0,41562.0,2001-06-07,
144559,P,01,LC,89070.0,41870.0,2001-08-07,
013003,P,02,LC,89105.0,41977.0,2001-08-01,2017-04-28
032280,P,01,LC,89130.0,41998.0,2001-08-10,2006-05-09
011781,P,01,LC,89134.0,42001.0,2001-10-03,
011781,N,01C,LX,89134.0,42001.0,2001-10-03,
141847,P,01,LC,89174.0,42269.0,2001-10-31,2010-08-17
145046,P,01,LC,89179.0,42273.0,2001-10-30,
145701,P,01,LC,89195.0,42285.0,2001-10-23,
145367,P,01,LC,89204.0,42386.0,2001-11-06,2012-12-31
024539,C,01,LC,89213.0,42398.0,2001-11-21,2017-09-11
146017,P,01,LC,89216.0,42401.0,2001-11-14,
145977,P,01,LC,89217.0,42402.0,2001-11-29,
146156,P,01,LC,89230.0,42415.0,2001-11-23,2017-10-02
145308,P,01,LC,89244.0,42430.0,2001-11-15,
143356,P,01,LC,89258.0,42524.0,2001-12-13,
145702,P,01,LC,89260.0,42530.0,2001-12-14,2005-06-30
145512,P,01,LC,89265.0,42536.0,2001-12-14,2008-09-10
145552,P,01,LC,89269.0,42540.0,2001-12-13,
144135,P,01,LC,89271.0,42542.0,2001-12-07,2011-07-05
142814,P,01,LC,89290.0,42651.0,2002-01-29,
145049,P,01,LC,89301.0,42775.0,2002-02-13,2004-10-31
145049,C,01,LC,89301.0,42775.0,2004-11-01,2004-11-14
145049,N,01,LC,89301.0,42775.0,2004-11-15,2005-09-30
145049,P,01,LC,89301.0,42775.0,2005-10-01,
147175,P,01,LC,89303.0,21111.0,2002-02-01,2008-06-09
029909,P,02,LC,89310.0,12929.0,2002-02-22,2006-10-26
146617,P,01,LC,89326.0,42914.0,2002-03-12,2006-06-30
147305,P,01,LC,89353.0,42997.0,2002-04-12,
145431,P,01,LC,89374.0,43019.0,2002-04-30,2005-09-30
147644,P,01,LC,89390.0,43143.0,2002-05-17,2007-11-02
147579,P,01,LC,89393.0,43145.0,2002-05-23,
147868,P,01,LC,89394.0,43146.0,2002-05-30,
147661,P,01,LC,89399.0,43151.0,2002-05-16,2016-04-21
148870,P,01,LC,89426.0,43263.0,2002-07-01,2009-02-26
147658,P,01,LC,89431.0,43269.0,2002-06-27,2010-10-01
149738,P,01,LC,89463.0,43340.0,2002-07-02,2009-11-02
014186,P,02,LC,89502.0,43504.0,2002-09-16,
150481,P,01,LC,89506.0,43508.0,2002-10-01,
064410,P,01,LC,89508.0,43519.0,2002-10-01,
150699,P,01,LC,89509.0,43520.0,2002-10-01,2021-10-29
003226,P,01,LC,89525.0,43613.0,2002-11-19,
149318,P,01,LC,89533.0,43620.0,2002-10-25,
150139,P,01,LC,89540.0,43626.0,2002-10-16,
003226,J,02,LC,89565.0,43613.0,2002-11-19,2016-01-29
150397,P,01,LC,89607.0,43724.0,2002-11-08,2005-12-30
138743,P,01,LC,89617.0,38419.0,2002-12-31,
149070,P,01,LC,89626.0,43791.0,2002-12-06,
149268,P,01,LC,89636.0,43802.0,2002-12-19,2013-05-30
153668,P,01,LC,89644.0,43846.0,2003-01-13,2013-06-28
006797,P,01,LU,89675.0,7572.0,1985-06-28,2007-06-29
151016,P,01,LC,89680.0,43907.0,2003-02-27,2007-11-06
013369,P,02,LC,89682.0,9211.0,2003-02-25,2007-09-05
150024,P,01,LC,89684.0,43909.0,2003-02-14,2007-10-12
140902,P,02,LC,89685.0,43910.0,2003-02-28,2014-09-24
013990,P,04,LC,89686.0,24345.0,2003-02-05,2013-02-13
142945,P,01,LC,89727.0,44027.0,2003-04-15,2010-07-16
148390,P,01,LC,89753.0,44115.0,2003-06-12,
006307,P,03,LC,89757.0,44118.0,2003-06-10,2018-10-23
152149,P,01,LC,89781.0,44184.0,2003-07-02,
006936,C,01,LC,89790.0,3021.0,1982-11-01,2017-02-09
030241,P,01,LC,89790.0,3021.0,2017-02-10,2024-10-31
007186,P,02,LC,89813.0,44277.0,2003-08-20,2012-04-02
156125,P,01,LC,89835.0,44382.0,2003-09-19,2008-04-30
155737,P,01,LC,89863.0,44494.0,2003-10-30,2006-05-07
174160,P,01,LC,89863.0,44494.0,2006-05-08,2012-03-07
155394,P,02,LC,89866.0,44497.0,2003-10-03,
156133,P,01,LC,89868.0,44499.0,2003-10-30,2006-11-30
150278,P,01,LC,89876.0,44506.0,2003-10-24,
156156,P,01,LC,89877.0,44512.0,2003-10-31,2016-08-31
155393,P,01,LC,89901.0,44613.0,2003-11-20,2020-08-31
155393,C,01,LC,89901.0,44613.0,2020-09-01,2020-09-01
155393,P,05,LC,89901.0,44613.0,2020-09-02,2022-07-29
157218,P,01,LC,89904.0,44616.0,2003-11-21,2018-02-28
156153,P,01,LC,89922.0,44631.0,2003-11-13,
149721,P,01,LC,89941.0,44695.0,2003-12-30,
157153,P,01,LC,89952.0,44705.0,2003-12-12,
012206,P,01,LC,89954.0,44708.0,2003-12-23,2015-07-24
155395,P,01,LC,89957.0,44710.0,2003-12-12,2005-04-29
156861,P,01,LC,89971.0,44726.0,2003-12-18,
157635,P,01,LC,90022.0,44878.0,2004-02-12,2011-05-31
157057,P,01,LC,90038.0,44893.0,2004-02-05,
014555,C,01,LC,90044.0,9809.0,2004-02-24,2011-11-04
157415,P,01,LC,90052.0,44911.0,2004-02-03,2015-05-29
152248,P,01,LC,90055.0,44915.0,2004-02-05,2007-07-11
135990,P,03,LC,90071.0,37496.0,2004-03-25,
160776,P,01,LC,90090.0,44999.0,2004-03-23,
160255,P,01,LC,90110.0,45068.0,2004-05-03,2015-09-02
158563,P,01,LC,90126.0,45082.0,2004-04-29,
158740,P,01,LC,90135.0,45089.0,2004-04-22,2009-06-25
158354,P,01,LC,90162.0,45174.0,2004-05-25,
144998,P,01,LC,90175.0,45186.0,2004-05-12,
141846,P,01,LC,90177.0,45190.0,2004-05-27,
264265,P,01,LC,90178.0,45191.0,2004-05-28,
158736,P,01,LC,90180.0,45193.0,2004-05-11,2011-02-17
264385,P,01,LC,90188.0,45197.0,2004-05-13,2023-09-29
260774,P,01,LC,90199.0,45270.0,2004-06-10,
264708,P,02,LC,90200.0,45272.0,2004-06-25,2017-09-25
157855,P,01,LC,90215.0,45288.0,2004-06-23,
264386,P,01,LC,90220.0,45294.0,2004-06-18,2011-10-04
160549,P,01,LC,90227.0,45301.0,2004-06-08,2014-02-28
160549,J,01,LC,90227.0,45301.0,2014-03-01,
264270,P,01,LC,90243.0,45314.0,2004-06-04,2012-02-29
160211,P,02,LC,90248.0,45379.0,2004-07-13,
157858,P,01,LC,90251.0,45382.0,2004-07-30,2004-11-30
157858,J,01,LC,90251.0,45382.0,2004-12-01,2006-12-01
260778,P,01,LC,90272.0,45394.0,2004-07-07,2020-01-31
160272,P,01,LC,90275.0,45416.0,2004-07-23,2015-01-30
024363,C,01,LC,90277.0,13691.0,2004-07-23,2011-07-29
001164,P,10,LC,90284.0,45424.0,2004-07-14,2006-01-06
160340,P,01,LC,90285.0,45425.0,2004-07-28,
160232,P,01,LC,90287.0,45427.0,2004-07-09,2012-02-29
160488,P,01,LC,90288.0,45428.0,2004-07-22,
264506,P,02,LC,90290.0,45429.0,2004-07-15,2010-08-10
031041,P,01,LC,90296.0,45435.0,2004-07-19,2006-03-03
160260,P,01,LC,90309.0,45472.0,2004-08-06,2008-07-09
160684,P,02,LC,90312.0,45475.0,2004-08-11,
160329,P,01,LC,90319.0,45483.0,2004-08-19,
160374,P,02,LC,90321.0,45484.0,2004-08-05,2007-04-19
160415,P,01,LC,90323.0,45486.0,2004-08-05,2012-01-26
025495,P,01,LC,90352.0,30882.0,2000-02-02,2012-07-05
025495,P,03,LC,90352.0,30882.0,2012-10-03,2018-04-30
133944,P,01,LC,90354.0,37145.0,2004-09-20,2018-12-31
160912,P,01,LC,90374.0,45685.0,2004-10-28,2016-08-22
007682,P,01,LC,90377.0,7317.0,1984-11-28,2019-10-27
126423,P,01,LC,90377.0,7317.0,2019-10-28,
162129,P,01,LC,90386.0,45695.0,2004-10-25,
160668,P,01,LC,90423.0,45728.0,2004-10-05,
160376,P,01,LC,90427.0,45732.0,2004-10-05,
157858,P,02,LC,90435.0,45382.0,2004-12-03,2006-12-01
161797,P,01,LC,90439.0,45868.0,2004-11-11,2011-12-01
012886,J,04,LC,90441.0,21287.0,2004-11-12,2004-11-30
012886,P,04,LC,90441.0,21287.0,2004-12-01,
012886,P,01,LC,90442.0,21287.0,2004-11-12,2004-11-30
012886,J,01,LC,90442.0,21287.0,2004-12-01,
158742,P,01,LC,90454.0,45878.0,2004-11-05,
160888,P,01,LC,90455.0,45879.0,2004-11-19,
161012,P,01,LC,90459.0,45881.0,2004-11-19,2007-01-31
161110,P,01,LC,90501.0,46020.0,2004-12-09,2009-07-31
161844,P,01,LC,90505.0,46024.0,2004-12-15,
161120,P,01,LC,90507.0,46026.0,2004-12-16,2022-07-29
162254,P,01,LC,90520.0,46091.0,2005-01-21,
160838,P,01,LC,90538.0,46106.0,2005-01-25,2016-03-31
162448,P,01,LC,90547.0,46145.0,2005-02-15,2016-07-29
162401,P,01,LC,90558.0,46156.0,2005-02-11,
158473,P,01,LC,90565.0,46163.0,2005-02-10,2011-01-12
149337,P,01,LC,90601.0,46282.0,2005-02-10,
023226,P,01,LC,90608.0,46418.0,2005-03-03,
011910,P,01,LC,90609.0,7383.0,1985-01-17,2011-04-27
160811,P,01,LC,90613.0,46423.0,2005-03-09,2007-12-19
162560,P,01,LC,90634.0,46441.0,2005-03-15,
162733,P,01,LC,90657.0,46553.0,2005-04-29,2018-08-31
162887,P,01,LC,90664.0,46559.0,2005-04-14,
163036,P,01,LC,90720.0,46846.0,2005-06-22,
114484,P,04,LC,90733.0,16283.0,2005-06-29,2014-03-31
162404,P,01,LC,90734.0,46857.0,2005-06-09,2023-02-28
162907,P,01,LC,90742.0,46864.0,2005-06-10,2016-11-30
011721,P,01,LC,90756.0,7765.0,1985-10-02,
163983,P,01,LC,90775.0,46889.0,2005-06-28,
163920,P,01,LC,90776.0,46890.0,2005-06-30,
164433,P,01,LC,90802.0,47008.0,2005-08-01,2007-09-14
164296,P,01,LC,90805.0,47011.0,2005-07-21,2022-04-08
163627,P,01,LC,90807.0,47012.0,2005-07-21,2016-02-26
126296,P,02,LC,90808.0,47013.0,2005-07-29,
163946,P,01,LC,90829.0,47183.0,2005-08-11,
163948,P,01,LC,90831.0,47184.0,2005-08-05,2015-06-30
162957,P,01,LC,90849.0,47195.0,2005-08-17,2015-01-30
160549,J,05,LC,90866.0,45301.0,2005-09-07,2014-02-28
160549,P,05,LC,90866.0,45301.0,2014-03-01,
012126,P,01,LU,90879.0,7558.0,1985-06-28,1994-11-30
012126,J,01,LU,90879.0,7558.0,1994-12-01,1999-05-31
012126,P,01,LU,90879.0,7558.0,1999-06-01,2005-12-30
164708,P,01,LC,90880.0,47422.0,2005-10-03,
001382,P,01,LC,90893.0,47434.0,2005-09-27,2013-12-31
163941,P,01,LC,90914.0,47452.0,2005-09-29,2009-10-23
115404,P,01,LC,90914.0,47452.0,2009-10-24,2017-09-15
163993,P,01,LC,90920.0,47860.0,2005-10-19,2007-07-12
165264,P,01,LC,90925.0,47864.0,2005-10-18,
164510,P,02,LC,90926.0,46994.0,2005-10-06,2017-05-04
031249,P,01,LC,90926.0,46994.0,2017-05-05,
164416,P,01,LC,90971.0,48773.0,2005-11-09,
108693,P,01,LC,90972.0,48774.0,2005-11-28,
108693,N,01C,LX,90972.0,48774.0,2005-11-28,2009-02-27
165051,P,01,LC,90978.0,48778.0,2005-11-17,2024-11-29
165052,P,01,LC,90979.0,48779.0,2005-11-18,
164652,P,01,LC,90988.0,48786.0,2005-11-22,
163610,P,01,LC,90993.0,48793.0,2005-11-16,
162283,P,01,LC,90994.0,48794.0,2005-11-21,2011-06-14
164422,P,01,LC,91032.0,50007.0,2005-12-13,2015-10-30
165746,P,01,LC,91041.0,50016.0,2005-12-22,
165675,P,01,LC,91063.0,50032.0,2006-01-03,2019-12-31
165914,P,01,LC,91068.0,50184.0,2006-01-26,
140033,P,05,LC,91071.0,50187.0,2006-01-11,2010-12-05
165652,P,01,LC,91073.0,50192.0,2006-01-19,2017-06-01
156617,P,01,LC,91086.0,50290.0,2006-02-10,2024-08-30
164755,P,01,LC,91090.0,50293.0,2006-02-08,
166213,P,01,LC,91095.0,50297.0,2006-02-23,
166061,P,01,LC,91100.0,50301.0,2006-02-13,2015-07-20
010795,P,04,LC,91103.0,21793.0,2006-02-02,
007422,P,04,LC,91109.0,16277.0,2006-02-09,2017-12-22
165855,P,01,LC,91113.0,50313.0,2006-02-03,2012-01-30
148281,P,01,LC,91116.0,50316.0,2006-03-03,2010-11-10
026069,C,01,LC,91128.0,50323.0,2006-02-28,2020-11-25
164266,P,01,LC,91141.0,50473.0,2006-03-15,2016-09-30
166451,P,01,LC,91143.0,50474.0,2006-03-08,2013-11-12
166366,P,01,LC,91151.0,50480.0,2006-03-24,2014-12-31
166366,N,01C,LX,91151.0,50480.0,2006-03-24,2014-12-31
148349,P,01,LC,91152.0,50481.0,2006-03-15,
164543,P,02,LC,91195.0,50606.0,2006-04-21,
166491,P,02,LC,91201.0,50471.0,2006-04-13,2018-10-26
166491,P,02,LC,91201.0,50471.0,2019-02-26,
005723,P,01,LC,91207.0,20935.0,2006-04-10,2016-09-22
164471,P,01,LC,91212.0,50692.0,2006-05-18,2010-10-19
166563,P,01,LC,91215.0,50694.0,2006-05-04,
174130,P,01,LC,91218.0,50697.0,2006-05-18,2009-06-30
160225,P,01,LC,91233.0,50700.0,2006-05-25,
174147,P,01,LC,91277.0,41998.0,2006-05-10,
012407,P,01,LC,91287.0,27739.0,1996-06-03,
116104,P,03,LC,91302.0,50841.0,2006-06-28,2011-02-28
116104,C,03,LC,91302.0,50841.0,2011-03-01,2011-03-04
009004,P,01,LC,91380.0,7662.0,1985-07-26,2006-01-31
174022,P,01,LC,91388.0,50961.0,2006-08-01,2007-04-09
174490,P,01,LC,91391.0,50964.0,2006-07-18,2020-09-30
174729,P,01,LC,91392.0,50965.0,2006-08-01,
175319,P,01,LC,91416.0,51096.0,2006-09-06,
175263,P,01,LC,91461.0,51196.0,2006-10-02,
175399,P,01,LC,91462.0,51197.0,2006-09-29,2010-03-31
174077,P,01,LC,91463.0,51198.0,2006-09-22,
174317,P,01,LC,91485.0,51210.0,2006-09-21,2015-04-24
175376,P,01,LC,91486.0,51211.0,2006-09-29,2019-09-30
174136,P,01,LC,91491.0,51300.0,2006-10-26,2020-01-31
175111,P,01,LC,91493.0,51301.0,2006-10-13,2013-03-31
174389,P,01,LC,91498.0,51306.0,2006-10-13,
008214,P,06,LC,91531.0,51337.0,2006-11-01,
165123,P,01,LC,91547.0,51338.0,2006-10-13,
009248,P,01,LU,91556.0,7684.0,1985-08-08,
176022,P,01,LC,91571.0,51421.0,2006-11-15,
005600,P,05,LC,91575.0,51423.0,2006-11-16,2016-06-30
026749,P,01,LC,91575.0,51423.0,2016-07-01,
174310,P,01,LC,91579.0,51426.0,2006-11-16,
176048,P,01,LC,91583.0,51430.0,2006-11-17,2008-08-21
164494,P,01,LC,91594.0,51433.0,2006-11-21,
166005,P,02,LC,91603.0,51439.0,2006-11-13,2018-11-30
175404,P,01,LC,91611.0,51447.0,2006-11-17,
176282,P,01,LC,91650.0,51539.0,2007-01-03,2017-03-31
175955,P,01,LC,91668.0,51555.0,2006-12-13,
162770,P,01,LC,91832.0,51819.0,2007-02-06,2016-07-24
027716,P,01,LC,91832.0,51819.0,2016-07-25,
176928,P,01,LC,91849.0,51962.0,2007-04-02,
176760,P,01,LC,91854.0,51966.0,2007-03-07,2021-11-30
176760,N,01C,LX,91854.0,51966.0,2007-03-07,2021-11-30
176404,P,01,LC,91883.0,51978.0,2007-03-01,2016-05-17
176781,P,01,LC,91888.0,51982.0,2007-03-27,2015-05-29
174579,P,01,LC,91892.0,51985.0,2007-03-08,2008-11-28
181904,P,01,LC,91892.0,51985.0,2008-12-01,2013-07-31
176556,P,01,LC,91899.0,51991.0,2007-03-09,
176782,P,01,LC,91900.0,51992.0,2007-03-22,2021-04-30
176567,P,01,LC,91907.0,51998.0,2007-03-29,
177108,P,01,LC,91915.0,52115.0,2007-04-24,
003851,P,03,LC,91926.0,20569.0,2007-05-03,
160256,P,01,LC,91937.0,52120.0,2007-04-19,2013-04-30
017874,P,01,LC,91937.0,52120.0,2013-05-01,
174507,P,01,LC,91971.0,52144.0,2007-04-27,2012-01-31
147988,P,01,LC,91975.0,52247.0,2007-05-10,
158743,P,01,LC,91977.0,45679.0,2007-05-23,
003469,P,02,LC,91983.0,52253.0,2007-05-15,2022-11-30
007672,P,02,LC,92013.0,12934.0,2007-05-31,2008-10-31
177225,P,01,LC,92034.0,52286.0,2007-05-02,2018-07-31
176701,P,01,LC,92043.0,52295.0,2007-05-04,
164680,P,01,LC,92044.0,52296.0,2007-05-29,2018-11-30
177227,P,01,LC,92050.0,52301.0,2007-05-15,
176768,P,01,LC,92091.0,52371.0,2007-06-29,
177286,P,01,LC,92104.0,52383.0,2007-06-06,2009-12-31
177088,P,01,LC,92108.0,52388.0,2007-06-22,
177376,P,02,LC,92121.0,52396.0,2007-07-02,
160661,P,01,LC,92132.0,52406.0,2007-06-28,2015-08-31
177654,P,01,LC,92182.0,52528.0,2007-07-19,2010-11-10
177925,P,01,LC,92188.0,52535.0,2007-08-01,2020-05-29
178015,P,01,LC,92203.0,52547.0,2007-07-30,
178015,N,01C,LX,92203.0,52547.0,2007-07-30,
148170,P,01,LC,92213.0,52663.0,2007-08-28,
177881,P,01,LC,92220.0,52669.0,2007-08-08,
178081,P,01,LC,92221.0,52670.0,2007-08-10,
177884,P,01,LC,92239.0,52684.0,2007-08-03,2021-01-29
065009,P,01,LC,92245.0,52690.0,2007-08-21,
178083,P,01,LC,92257.0,52705.0,2007-08-14,2023-11-30
178310,P,01,LC,92293.0,52762.0,2007-10-01,
177930,P,01,LC,92296.0,52766.0,2007-09-20,2019-02-28
178673,P,01,LC,92306.0,52775.0,2007-10-23,2011-03-28
178531,P,01,LC,92310.0,52779.0,2007-10-05,2013-03-28
178704,P,01,LC,92322.0,52788.0,2007-10-25,
178672,P,01,LC,92326.0,52793.0,2007-10-23,
178645,P,01,LC,92339.0,52804.0,2007-11-02,2009-10-01
178608,P,01,LC,92346.0,52810.0,2007-10-18,2012-07-09
178806,P,01,LC,92400.0,52839.0,2007-11-09,2024-08-09
178507,P,01,LC,92402.0,52840.0,2007-11-15,
176899,P,02,LC,92421.0,52847.0,2007-11-06,2016-01-06
178868,P,01,LC,92451.0,52870.0,2007-11-20,2012-02-29
178976,P,01,LC,92493.0,52898.0,2007-12-13,
179084,P,01,LC,92497.0,52900.0,2007-12-20,2016-11-30
065350,P,02,LC,92505.0,32063.0,2008-03-03,
063605,P,02,LC,92530.0,31726.0,2008-02-07,2018-03-29
003734,P,02,LC,92570.0,52956.0,2008-02-01,
163596,P,01,LC,92571.0,52960.0,2008-02-15,2023-07-31
108319,P,04,LC,92571.0,52960.0,2023-08-03,
176169,P,01,LC,92589.0,52969.0,2008-03-18,
179562,P,01,LC,92590.0,41998.0,2008-03-31,2009-11-30
179621,P,01,LC,92602.0,52978.0,2008-03-31,
179534,P,01,LC,92611.0,52983.0,2008-03-19,
179437,P,01,LC,92614.0,52985.0,2008-04-23,
179700,P,01,LC,92618.0,52990.0,2008-05-07,2018-07-31
179843,P,01,LC,92621.0,52993.0,2008-04-22,
179577,P,01,LC,92648.0,53008.0,2008-05-08,
010903,P,01,LC,92655.0,7267.0,1984-10-17,
180272,P,01,LC,92697.0,53037.0,2008-07-03,2014-01-02
180167,P,01,LC,92709.0,53039.0,2008-07-01,2018-03-29
177895,P,01,LC,92758.0,53062.0,2008-07-24,2016-03-31
179925,P,01,LC,92765.0,53068.0,2008-08-08,2016-11-03
164296,J,03,LC,92778.0,47011.0,2008-09-18,2022-04-08
181099,P,01,LC,92801.0,53090.0,2008-11-03,2010-05-28
180833,P,01,LC,92890.0,53121.0,2009-02-11,2017-06-14
179690,P,01,LC,92931.0,53152.0,2009-05-20,2016-02-05
182387,P,01,LC,92934.0,53154.0,2009-05-21,2014-07-23
182308,P,01,LC,92940.0,53159.0,2009-06-25,2019-10-31
179666,P,01,LC,92984.0,53185.0,2009-07-01,2020-08-31
183257,P,01,LC,92988.0,53189.0,2009-09-01,2015-03-31
180711,P,01,LC,93002.0,53196.0,2009-08-06,
180636,P,01,LC,93037.0,53217.0,2009-09-24,2013-07-09
149379,P,01,LC,93069.0,53237.0,2009-10-29,
180279,P,01,LC,93074.0,53243.0,2009-10-21,2010-11-30
180652,P,01,LC,93089.0,53256.0,2009-10-07,
183920,P,01,LC,93091.0,53258.0,2009-12-11,2015-06-22
004016,P,02,LC,93096.0,53264.0,2009-11-13,
183366,P,01,LC,93098.0,53266.0,2009-11-05,
016477,P,03,LC,93101.0,30388.0,2009-11-20,
